BEV_DICHTH,OPP_WATER,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,horeca,score
56,24,3.2,17.2,3.3,2.3,8,1.6,0.1,2.7,7.1,17,0,0.2,100,12,39,49,2.9,5,5,0,0,0,3,1261.56234,0,48.45851951,4256.39852,39.59049758,2807.451847,3250.387652,99.2925331,1436.854078,0.01,0,0.761710794,0.152749491,0.048879837,0.245404856,0.198698252,0.039316428,0.786025769,1,0,0,0,0.137800457,8
329,51,2.9,16.8,2.5,3.2,4,1.5,0.3,1.7,12.3,16.6,0.4,0.2,155,22,40,38,2.4,5,6,1,0,1,2,1697.416326,0,35.71245256,4758.123967,154.9634546,2598.70021,2921.682879,405.131852,1735.023525,0,0,0,0,1,0.023018265,0.015255495,0.008977457,1,0.237261146,0.211783439,0.025477707,0.003184713,0.112573977,8
1412,0,5.5,15.2,5.9,6.1,4,1,1,0.4,6.9,27.5,0.8,0.8,990,27,38,36,2.3,3,1,0,0,0,0,1020.058456,462.9940627,237.6254111,5000,0,2704.359554,1433.140357,1411.52069,1681.810312,0.01,0,0,0,0,0.10156801,0.145653843,0.030907577,0.998442368,0.146417445,0.102803738,0.08411215,0.018691589,0.009825159,7
1353,0,12.1,20.1,10.2,3.8,2,1.1,1,2.4,10.7,25.3,1,1,525,24,35,40,2.5,2,1,0,0,0,0,3613.237707,554.6453248,0,5000,6.999537108,465.719967,798.4306563,411.7409849,1195.281553,0.01,0,0,0,0,0.121467145,0.140163794,0.044810528,1,0.247572816,0.063106796,0.067961165,0,0.035514712,7
63,13,3.5,11.5,3.2,3.1,7,3.6,0.1,1.9,3.5,24.8,0.1,0.1,995,19,34,47,2.8,3,2,0,0,0,0,1676.7153,557.3320586,9.636230117,5000,0,5000,4070.789058,347.4490645,2496.66637,0,0,1,0,0,0.265714184,0.165602569,0.05742359,1,1,0,0,0,0.026859226,7
3038,0,3,4.6,4.3,5,4,1,1,0.5,6.9,4.5,2,1,655,18,44,37,2.4,16,1,0,0,0,0,9686.852897,186.299485,0,5000,193.8568628,5000,248.8104205,164.1160264,1964.129826,0,0,0,0,0,0.05220496,2.033407972,0.300006584,0.947437238,0.875,0,0,0,0.003050645,7
2205,0,2.9,12,1.8,3.2,2,2.7,0,1.1,2.7,11.5,0,1,530,21,39,40,2.4,9,1,0,0,0,0,4331.192265,11.56049681,0,1407.612657,294.3371887,2542.662966,2930.294655,47.38797001,2362.258504,0,0.380952381,0.285714286,0.238095238,0.047619048,0.093929666,0.082975444,0.218303387,0.904347732,0.565217391,0,0,0,0.015649545,8
887,0,8.6,16.1,8.9,9.7,5,1,0.1,0.8,8.5,16,1.4,0.7,680,26,38,36,2.3,19,1,0,0,0,0,5984.990693,0,233.9689111,5000,338.9727969,1459.173211,1191.013722,235.9828128,605.8153555,0,0.314553991,0.183098592,0.323943662,0.093896714,0.050997887,0.164082091,0.14871573,0.885974855,0.807692308,0.038461538,0.038461538,0.038461538,0.012317299,6
3007,0,0.8,12.9,1.6,0.7,9,5,3.1,0.3,0.6,12.7,2.8,2.2,1840,43,33,24,1.9,14,2,0,0,0,0,6007.781347,0,22.62074983,5000,151.4780923,1002.817315,1080.667437,126.288061,574.174909,0,0.025974026,0.779220779,0,0.064935065,0.22587827,0.078277971,0.017344484,0.830355881,0.158227848,0.170886076,0.034810127,0.018987342,0.005423369,7
3608,0,1.2,13.4,1.6,1,7,5,1.5,0.4,0.7,13,2.2,1.6,1335,25,36,39,2.3,14,6,0,0,1,0,498.5155597,0,52.70968084,5000,148.2434227,573.7833514,3461.765262,398.7163857,444.4449349,0,0.081447964,0.266968326,0.479638009,0.054298643,0.141978154,0.022911112,0.188640911,0.869444598,0.246376812,0.253623188,0.224637681,0.014492754,0.005084408,6
1488,0,5.3,11.9,6,5.6,6,0,1,0.3,6.2,12.1,1,1,505,28,36,37,2.3,13,3,1,0,1,0,2859.778483,138.5011854,7.62885483,4096.759787,40.62762851,2107.323427,2716.820647,230.7367988,2270.444034,0.03,0.019230769,0,0,0.980769231,0.207214242,0.14719202,0.045079253,0.483058934,0.482758621,0.114942529,0.011494253,0.034482759,0.031170281,7
2681,0,2.9,4.7,4.4,5,5,1.1,1,0.4,7,4.6,2,1,735,26,36,38,2.3,14,2,0,0,0,0,2042.178153,0,152.7796066,5000,293.2457047,668.8675229,1051.126436,574.5554216,706.2997358,0.02,0.009036145,0.90060241,0.081325301,0.009036145,0.089161646,0.070960014,0.208744586,0.966666667,0.583333333,0.1,0.05,0.033333333,0.029570911,8
2200,0,0.7,12.2,1,1.6,6,5,1.7,0.3,0.7,12.1,1.4,1.2,920,34,35,31,2.1,13,2,0,0,0,0,696.442246,63.61474392,108.9138532,5000,227.0911658,517.6955248,1542.496048,0,1092.726046,0,0.0625,0.21875,0,0.03125,0.443940138,0.104914959,0.008587966,0.9856877,0.153005464,0.207650273,0.032786885,0.027322404,0.004406487,7
2417,0,1.5,12.3,1.7,2.5,6,4.9,1.8,0.5,1.4,12.1,1.5,0.9,1300,29,38,32,2.2,13,3,0,0,0,0,8484.21274,390.6560193,207.1793268,5000,61.67063534,4124.045419,1649.499875,0,2552.857185,0,0,1,0,0,0.158515628,0.146917307,0.014413645,0.963351176,0.365853659,0.146341463,0.042682927,0.030487805,0.073182603,8
1740,0,2.4,9.3,5.3,4,5,3,0,1.6,4.3,9.3,0,0,335,30,31,39,2.3,10,2,0,0,0,0,5413.704968,0,0,5000,168.8778035,672.9376415,1335.194203,28.19585437,0,0,0.397058824,0.411764706,0.088235294,0.029411765,0.106870788,0.154142455,0.107460046,0.937216897,0.9,0,0,0.05,0.076381344,7
1978,0,1.5,8.3,5.3,5.5,4,3,0,1.3,4.5,8.2,1,0.4,440,21,39,40,2.4,14,2,1,0,0,0,4589.647078,837.2097207,96.22748808,4268.03367,76.19065635,2434.540985,222.3187348,212.5101463,1246.137288,0,0,0,0,0,0.423332822,0.305930995,0.1905835,0.953704788,0.658536585,0.097560976,0.097560976,0,0.021970379,8
3884,0,1,7.7,4.2,5.6,6,3,1,0.2,5.2,7.6,0.5,1.6,505,41,30,28,2,16,4,1,0,0,0,4350.498867,0,112.4972889,2204.514626,77.43453537,3661.000091,1842.502068,431.187346,2649.763986,0,0.142857143,0.474025974,0.084415584,0.233766234,0.139047095,0.667165724,0.174835389,0.993464052,0.174688057,0.161021985,0.029708853,0.005941771,0.045769568,7
5829,0,1,8.3,5,5.2,17,3,0.8,0.6,4.3,8.1,2,1.9,290,37,27,35,2.1,21,6,0,1,0,0,4309.753336,102.0807217,41.55005379,5000,132.8361489,5000,798.2253659,0,1811.172609,0,0.166666667,0.083333333,0.083333333,0.666666667,0.111716451,0.519323153,0.179146936,1,0.436137072,0.152647975,0.08411215,0.015576324,0.10074843,6
3876,0,0.7,7.6,4.8,6.1,1,3,0.9,0.6,5.5,7.4,0,0.8,230,14,40,46,2.7,10,2,1,0,0,0,1835.090835,0,65.89492953,4551.625228,98.88727853,4729.920768,595.606216,180.0654828,1857.934422,0,0.084745763,0.525423729,0.084745763,0.203389831,0.037145728,0.341853781,0.171864504,1,0.4397463,0.312896406,0.025369979,0.038054968,0.009734423,9
2555,0,0.5,7.6,4.9,5.7,4,3,0.9,0.4,4.9,7.5,1.7,1.7,600,31,36,33,2.2,13,3,1,0,0,0,1746.066717,0,22.94604913,4507.233423,95.42672762,4639.774823,502.3090331,197.2987288,1776.227613,0,0.06122449,0.326530612,0.102040816,0.387755102,0.055843219,0.573180336,0.011278433,0.939258835,0.421254802,0.117797695,0.040973111,0.010243278,0.057838643,7
3874,0,1.3,8.3,4.8,5.1,7,3,1,0.5,4.8,8.2,1.2,1.7,420,24,32,44,2.4,10,2,0,0,0,0,822.8756365,0,103.6579967,3336.162606,102.7803791,4762.470127,498.7298538,524.9418994,863.819723,0,0.048611111,0.6875,0.055555556,0.104166667,0.057764285,0.437214606,0.344544916,1,0.260309278,0.208762887,0.041237113,0,0.005423369,7
3390,0,1.4,7.9,4.2,5.5,6,3,1,0.3,5.2,8,0.1,1.3,545,33,37,30,2.1,14,2,0,0,0,0,6921.724896,453.4044817,111.2115649,5000,9.196134435,5000,44.53960495,13.77580359,3398.958603,0.02,0,0,0,0,0.181386032,0.18680204,0.156403622,0.983227561,0.253853128,0.23118767,0.055303717,0.014505893,0.01909651,6
810,0,9.6,13.9,8.2,7.3,7,0.3,0,0.2,12,15.6,0,1.1,315,27,38,36,2.3,11,2,0,0,0,0,789.980461,0,79.32279563,327.988773,125.0469105,2080.540685,345.3714371,199.9941582,413.617524,0.11,0.041237113,0.211340206,0.041237113,0.097938144,0.222236026,0.1134588,0.023013623,0.946216489,0.392523364,0.093457944,0.031152648,0.012461059,0.016847898,8
220,0,8.5,11.7,7.4,4.6,4,1,1,0.4,10,13.3,0,0.2,415,24,38,38,2.4,10,2,0,0,1,0,151.1188758,0,0,2300.692209,121.6642291,5000,1184.430589,68.95508814,2036.47042,0.06,0.393442623,0.37704918,0.049180328,0.163934426,0.07617487,0.044501669,0.127061391,0.812595056,0.238670695,0.117824773,0.003021148,0.018126888,0.006621722,8
1918,0,5.7,8.8,5.7,3.7,5,1.1,0,0.3,6.8,10.4,0,1,385,24,35,41,2.4,9,2,0,1,0,0,1052.365535,0,47.01162414,1808.047651,47.87901284,5000,1485.07034,307.5712449,1408.887565,0.1,0,0.83,0.03,0.1,0.081335206,0.239389748,0.116675384,0.846820809,0.231213873,0.086705202,0.026011561,0,0,8
1281,13,1,8.7,0.7,1.5,4,2,1.6,0.4,7,10,1,0,1890,28,38,34,2.3,11,2,0,0,0,0,4313.476113,0,43.29030949,4860.787796,74.91999661,4483.243849,3171.536275,126.4551146,986.4254936,0.01,0.101449275,0.260869565,0.072463768,0.260869565,3.880725713,53.63941658,18.78751582,0.949766355,0.135514019,0.08411215,0.014018692,0.004672897,0.000338961,8
2097,0,4.2,5.7,5.2,3.6,5,2.8,1.8,0.5,4.4,7.2,0.7,0.7,1450,29,39,32,2.2,11,2,0,0,0,0,3548.20754,208.380205,0,5000,113.6302966,1556.115113,2817.967839,43.6588876,3355.508771,0.01,1,0,0,0,0.06549119,0.316621932,0.170697736,0.919619875,0.482857143,0.117142857,0.14,0.017142857,0.002587572,8
466,0,6.2,10,5.4,0.8,4,1,0.9,0.4,8.6,11.6,1.8,1,1385,24,41,35,2.3,8,1,0,0,0,0,2647.272072,1044.034902,0,5000,89.64045183,1133.814382,315.9753314,37.11942714,1795.453403,0.02,0,0.333333333,0.666666667,0,0.180911534,0.087875922,0.386875007,0.996724891,0.408296943,0.087336245,0.017467249,0.017467249,0.042718923,9
746,0,4.2,5.8,4.7,0.5,4,4.1,0,0.4,3.7,7.4,2.9,0.9,1000,22,40,38,2.4,9,3,0,0,0,0,796.9993711,0,250.5112704,571.866717,274.3530692,2404.328355,1080.167316,128.196102,518.3392167,0.07,0.165562914,0.125827815,0.622516556,0.033112583,0.151372692,0.652221185,0.020004467,0.966249509,0.479166667,0.1875,0.111111111,0.034722222,0.005853065,8
2704,0,1.1,8.8,1.2,0.7,5,2,1,0.5,7.1,10.1,1.5,1.8,1000,21,34,45,2.5,12,4,0,0,0,0,773.4734892,0,341.5658527,981.3535144,322.1255463,1329.214244,2626.279509,808.9154585,779.0245906,0,0.126213592,0.09223301,0.723300971,0.058252427,0.014816109,0.002043914,0.009593473,0.995952121,0.048939641,0.045676998,0.058727569,0.008156607,0.005051032,8
1140,0,3,6.7,2.5,2.6,5,1.7,0,2.4,5,8,0.9,1,295,26,34,40,2.4,10,2,0,0,0,0,1690.39746,0,134.6156632,1073.925039,170.7341798,2229.573364,870.6177768,181.1107331,881.2709464,0.02,0.148148148,0.608465608,0.185185185,0.005291005,0.100465741,0.173299901,0.104461483,1.0348936,0.31147541,0.180327869,0.073770492,0.016393443,0.011519962,8
2569,0,8.9,21.4,1.4,1.7,7,1.8,0.9,0.5,6.5,21,2.8,1.1,1485,28,31,41,2.4,9,4,2,0,0,0,6089.797342,0,221.9797679,5000,219.6741974,4133.306567,1292.789921,286.7696936,552.1786462,0,0.078066914,0.289962825,0.115241636,0.3866171,0.153149999,0.162688035,0.166128034,1,0.263681592,0.253731343,0.099502488,0.019900498,0.038622717,6
1070,36,8.6,23.3,3.3,3.5,4,0.3,1,2.7,7.1,22.8,1,1,675,24,38,38,2.4,10,2,0,0,0,0,8717.830614,0,35.29459738,5000,15.51795131,5000,2333.244925,61.60137196,3472.289615,0,0.057142857,0.285714286,0.228571429,0.285714286,0.371956717,0.888474935,0.175603477,0.940287063,0.567901235,0.098765432,0.024691358,0.024691358,0.053035835,7
5278,0,8.6,19.9,0.7,0.2,8,2,5,0.1,6.2,19.5,2,2,310,46,30,23,1.9,14,6,2,0,0,1,363.9915356,0,93.80505644,1170.61744,188.818021,852.9778267,624.9320856,462.9593073,205.0075622,0.06,0.214876033,0.171487603,0.464876033,0.061983471,0.120937921,0.101287485,0.019493818,0.977224376,0.209459459,0.253378378,0.077702703,0.027027027,0.104410244,6
3385,1,8.6,20.8,0.8,1.1,7,2.3,3.3,0.6,6.2,20.4,2.5,1.7,1810,33,31,36,2.2,13,8,4,0,0,1,1411.961141,0,155.349935,651.8598679,332.4611446,745.8453652,1098.998189,392.0096598,785.3412514,0,0.202185792,0.393442623,0.06557377,0.31147541,0.200511006,0.14507197,0.047461882,0.968123797,0.242214533,0.141868512,0.055363322,0.024221453,0.076505456,6
3024,0,9.9,20.3,2.1,1.5,5,2,0,0.5,7.6,19.9,2,1,670,28,31,41,2.4,9,2,0,0,0,1,284.6136893,0,332.1695885,1836.885611,268.1560774,1446.506515,1439.544661,662.3700799,0,0,0,0.724137931,0,0.068965517,0.080780609,0.108905324,0.175262849,0.992417439,0.32885906,0.302013423,0.080536913,0.046979866,0.004344431,7
1907,0,7.1,16.4,4.5,3.9,5,1,0.8,0.7,9.8,16,0.8,0.8,900,25,41,34,2.3,8,2,0,0,0,0,522.3972796,0,219.2280139,2224.85057,49.99770425,2159.229774,40.05025074,198.5728207,0,0,0.2,0.466666667,0.2,0.066666667,0.019209554,0.142475,0.005496631,0.986742871,0.523809524,0.142857143,0,0,0.000338961,7
3785,0,6.4,12.2,3.3,2.3,6,3.6,0,0.5,10.9,11.7,1,1,930,27,33,40,2.4,8,4,0,0,0,0,2606.756702,0,0,1180.058252,92.0288835,334.9086806,2693.591203,112.2186695,904.2554529,0,0.736842105,0.157894737,0.105263158,0,0.218122673,0.265507478,0.017783352,0.997527416,0.442105263,0.121052632,0.110526316,0.026315789,0.009490895,7
77,0,6,10,1.6,2.2,8,2.6,0.4,1.2,8.7,9.4,0.7,0.5,345,31,30,39,2.3,13,2,1,0,0,0,372.097872,425.6304394,141.060237,4251.91175,336.6715052,469.3615653,882.7059665,338.1326369,0,0,0.021052632,0.031578947,0,0.6,0.221356035,0.350945127,0.259977011,0.5,0,0,0,0,0.003389605,7
3821,0,5.1,10.7,1.8,0.8,6,4,3.4,0.6,9.5,10.3,1,1.7,1405,30,34,35,2.3,10,3,0,1,0,0,1374.375491,0,5.200734162,2576.522837,118.0543378,356.3367888,1879.713754,349.0365624,397.4388846,0,0.146341463,0.146341463,0.341463415,0.365853659,0.076426292,0.291064251,0.391963122,0.998239981,0.38047138,0.191919192,0.070707071,0.01010101,0.033022572,7
3266,0,5.9,11.4,2.4,1.4,5,4,1.5,1.3,10.1,11,0.5,0.9,805,20,28,53,2.7,7,2,0,0,0,1,2601.034516,0,81.40875691,1814.431499,123.7622446,739.8347655,227.9095934,208.501949,1785.81476,0,0.24137931,0.459770115,0.08045977,0.068965517,0.078964363,0.132815093,0.396210332,0.998239981,0.233502538,0.101522843,0.020304569,0.015228426,0.141681815,7
1705,0,4.8,10.2,1.3,0.4,8,4,4.5,0.3,8.9,9.7,2.2,2.2,625,42,38,21,1.9,12,3,0,0,0,0,1746.277651,688.6487452,0,2897.61561,48.66156795,1140.274066,1012.939063,22.88028943,878.974595,0,1,0,0,0,0.206447087,0.102249856,0.067390743,0.988936567,0.485875706,0.073446328,0.04519774,0.028248588,0.118732626,7
3205,0,4.8,8.7,1.6,1.6,8,3.4,1,0.9,7.5,8.3,2.8,0.6,1040,30,33,37,2.3,10,2,0,0,0,0,2852.853698,0,8.302891477,1795.294936,24.07493338,1370.286493,81.89389876,90.35232489,1985.698343,0,0.391304348,0,0.47826087,0,0.02457001,0.23774286,0.034087794,0.997160911,0.20212766,0.195744681,0.080851064,0.019148936,0.027016715,7
3188,0,5.1,9.8,0.7,1,7,4,2.6,0.5,8.5,9.4,3.2,1.5,940,37,36,27,2,12,3,0,0,0,0,1262.94118,1070.582054,0,3367.73607,68.03686208,3602.568625,1006.880645,182.1574691,1536.507801,0,0,0,0,0,0.1358666,0.104561288,0.013510699,0.998224109,0.401041667,0.114583333,0.1875,0.010416667,0.025995137,7
1180,0,6.9,9.6,5.5,3.4,4,0,0,0.3,6.7,9.3,0,1,640,24,40,37,2.3,12,1,0,0,0,0,8195.706023,169.206067,131.3139914,5000,329.0573359,5000,901.3804196,0,2471.907709,0,0,1,0,0,0.191853911,0.358760865,0.137353436,1.436990006,0.430769231,0.084615385,0.130769231,0.030769231,0.047034674,7
2073,2,3.2,10.8,3.3,3.3,7,3.1,0.7,0.6,8.5,10.7,0.7,0.9,900,30,38,32,2.2,9,2,0,0,0,0,3595.749733,0,140.7850127,4621.176056,273.1597193,3515.089529,389.8898335,336.7327614,2120.695063,0,0.014705882,0.475490196,0.009803922,0.406862745,0.091946602,0.083168815,0.024400029,0.98485988,0.225806452,0.041474654,0.055299539,0.00921659,0.019440167,7
1114,0,11.4,16,6.4,6.2,6,1,1,0.4,13.2,15.7,0,1,325,29,37,34,2.3,13,1,0,0,0,0,7930.411583,0,156.5365459,5000,86.86677923,5000,2149.480376,229.137616,175.1134127,0.07,0.064220183,0.366972477,0.366972477,0.064220183,2.228391418,5.224958607,2.393300201,1.594864905,0.341085271,0.046511628,0.069767442,0.023255814,0.009027822,7
871,1,8.9,13.2,4.6,4.3,5,2,1,0.3,10.4,13,0,0.9,600,28,36,37,2.3,9,2,0,0,0,0,2960.887947,0,55.17168941,2667.635386,70.0313232,1797.201846,638.5890605,362.8093361,1129.592916,0.13,0,0.775510204,0.132653061,0.040816327,0.036048699,0.334927335,0.172917631,0.882780717,0.603174603,0.079365079,0.015873016,0.015873016,0.017649932,7
2247,1,5.7,13.4,0.9,1.1,7,3.9,1.7,0.4,10.8,13.3,0.9,0.8,1670,37,34,29,2,13,2,1,0,0,0,2162.105935,1483.090378,28.5775641,5000,0,412.0639794,3003.19187,2.347704712,2356.20449,0.06,0,0,0,0,0.150052941,0.075702818,0.181869298,0.966023788,0.133507853,0.180628272,0.081151832,0.013089005,0.000677921,7
4045,0,1.7,1.7,4.6,1.3,5,11.8,1.7,0.3,2,1.3,5.9,1.7,730,42,28,30,2,13,3,0,1,0,0,5887.949835,0,149.1144063,4254.092638,188.5410928,1038.12077,1377.198942,255.3589339,897.3870982,0.03,0.287878788,0.323232323,0.132996633,0.109427609,0.385362311,0.079337798,0.003804166,0.99708725,0.251162791,0.223255814,0.03255814,0.009302326,0.009887216,8
5490,0,1.9,1.9,4.3,1.4,13,11,1.6,0.3,1.8,1.4,6.1,1.6,750,60,21,20,1.6,16,7,1,1,1,1,6729.912252,0,77.74666184,3565.698368,335.045517,2073.167612,826.7846352,186.2021543,1247.231564,0,0.196629213,0.41011236,0.202247191,0.084269663,0.449572743,0.202088846,0.017454587,0.999265418,0.274285714,0.24,0.091428571,0.025714286,0.003389605,6
3460,0,2.1,2.4,5.4,1.6,3,12.2,0.6,0.9,2.1,1.8,1.9,0.5,575,19,42,39,2.4,16,3,0,1,0,1,3801.44619,2.65970781,162.7818217,2663.915482,224.9468285,4057.770324,602.9379535,238.3527605,3566.360942,0,0.127272727,0.290909091,0.05,0.290909091,0.16200754,0.196121993,0.01448166,6.454222477,0.382513661,0.163934426,0.016393443,0.032786885,0.009118558,9
4663,0,2.5,2.5,5,2,7,11,1,0.6,1.3,2,2.4,1.4,2205,56,29,16,1.6,16,3,1,0,0,0,6148.468269,0,86.11729698,4936.802245,133.4398565,1389.36816,954.7763607,256.1875771,560.4434557,0,0.424460432,0.341726619,0.118705036,0.080935252,0.021766043,0.023150583,0.050272273,1,0.424342105,0.161184211,0.111842105,0,0.001355842,7
2193,2,2.5,2.5,3.5,2.2,4,8.3,1,0.6,1.7,2.3,2.8,0.8,1830,39,36,25,2,16,3,1,0,0,1,5818.294745,0,215.2961255,4450.314905,305.1210254,1192.367723,1530.544225,319.4720632,478.4503474,0,0,0.760124611,0.087227414,0.143302181,0.009631396,0.374163505,0.119979322,0.99860173,0.12145749,0.368421053,0.028340081,0.012145749,0.041892906,7
3017,0,1.2,1.2,4.1,0.8,11,10.9,1.8,0.3,2.4,0.8,5.9,1,440,52,28,20,1.8,14,9,2,0,0,0,2336.8067,0,92.93027261,2177.859551,106.0378539,2689.249352,996.7288673,323.5873702,1859.753853,0.06,0.093366093,0.42997543,0.007371007,0.363636364,0.066827723,0.064435352,0.043694686,0.997572065,0.096551724,0.344827586,0.010344828,0.006896552,0.022147155,7
6666,0,0.9,1,3.8,1.2,14,10.6,0.2,0.2,3.6,1.4,0.2,1,1485,53,27,21,1.7,18,14,4,1,1,2,2989.207782,0,5.094372804,2397.98802,80.05948295,3288.845954,206.6118063,70.2970044,2651.672359,0,0.340909091,0.340909091,0.159090909,0.159090909,0.139216725,0.065288353,0.170331751,0.978902136,0.123762376,0.366336634,0.032178218,0.014851485,0.01136717,5
5107,0,1.2,1.9,4.4,1.7,21,12.2,0.4,0.3,4.5,1.7,0.4,2.4,1465,43,26,31,2,22,17,6,1,1,2,513.3832723,0,0,844.6619829,27.9310591,643.7137749,1304.980703,315.1151966,301.3111599,0,0.29250457,0.561243144,0.036563071,0.0511883,0.259326599,0.043453724,0.229782818,1,0.120315582,0.321499014,0.037475345,0.009861933,0.0125989,4
4895,0,0.6,1.5,4.5,1.4,13,14.3,1.2,0.3,4.1,1.3,1,3.3,1290,46,26,28,1.9,18,13,6,1,0,1,1167.023484,0,121.525083,765.2239879,198.2129755,283.2213469,715.9703251,396.4177849,850.0543059,0,0,0.080831409,0.533487298,0.360277136,0.697013481,0.432196495,0.093198267,1,0.099730458,0.458221024,0.005390836,0,0.007457132,6
5847,0,0.7,0.8,4.4,0.4,15,11.7,2,0.2,3,0.4,3.9,1,1820,71,23,6,1.3,21,7,1,1,1,1,3594.261679,1128.343332,73.83810303,2383.800845,74.45543909,1841.555172,843.94682,575.3887601,0,0.13,0,0.428571429,0,0.428571429,0.149215838,0.035898223,0.104808977,0.98896618,0.098404255,0.111702128,0.10106383,0.009308511,0.003728566,6
5104,0,1.1,1.1,4.5,0.6,14,11.7,1.4,0.2,2.5,0.6,5.5,1.2,675,64,21,16,1.6,17,9,1,1,1,0,711.326478,0,60.66572635,1811.092352,55.94024083,1650.666922,853.0803451,885.771875,758.4257026,0.09,0.405228758,0.013071895,0.10130719,0.480392157,0.638820323,0.487981875,0.084449519,0.998411568,0.211845103,0.224373576,0.082004556,0.020501139,0.02556544,7
5814,0,3.5,4,4.9,0.4,13,9.1,3.6,0.4,3,3.5,0.6,1.8,2190,48,30,22,1.8,21,9,2,1,0,0,384.545832,0,152.4285934,1314.565758,430.3454439,2113.017565,370.605832,1237.546871,599.376241,0.01,0.452615618,0.014404852,0.029567854,0.206974981,0.015402907,0.269790276,0.014263526,0.959785523,0.249329759,0.361930295,0.010723861,0.008042895,0.01254154,5
3920,0,3.5,4.3,5.2,0.8,6,6.9,0.8,0.8,3.5,3.8,0.2,1.9,905,24,31,45,2.4,14,3,0,1,0,0,1048.707106,0,38.8093898,1650.391056,132.1373727,973.3870969,1596.910428,171.9971371,1449.637811,0,0.246153846,0.507692308,0.246153846,0,0.063196294,0.6181258,0.742252076,1,0.41796875,0.27734375,0.00390625,0.0234375,0.001632747,6
3360,0,2.8,3.4,5.7,1,7,10.5,1.2,0.7,2.8,2.9,0.8,1.2,855,30,34,37,2.1,16,3,1,0,0,0,2732.114465,0,77.87705119,1903.249191,150.9650486,820.5618227,134.4071988,379.4323143,2142.124459,0,0.002469136,0.511111111,0.325925926,0,0.255424763,3.181327705,0.434485531,13.20661217,0.114832536,0.339712919,0.052631579,0.009569378,0.038536677,6
977,0,3.3,3.4,5.8,1.3,3,10.9,1.3,0.8,2,2.8,0.7,0.2,625,38,34,28,2.1,15,4,0,1,0,0,3630.497569,0,35.15287139,1803.724588,11.58974944,2030.240208,134.5489652,44.53537505,1294.814383,0,0.289473684,0.394736842,0.052631579,0,2.090127499,0.317922805,0.441031967,1,0.732142857,0.107142857,0.053571429,0,0.02153129,9
2074,0,1.1,1.9,5.1,1.4,9,14,1.2,0.4,3.1,1.3,1.2,1.7,520,46,29,25,1.9,19,3,0,1,0,0,2062.767457,0,112.0533293,2868.174812,92.5755634,636.7373095,754.0076499,70.15021585,1392.45917,0,0.126213592,0.757281553,0.053398058,0.019417476,0.460642179,0.377397422,0.103447627,0.991531333,0.785714286,0.071428571,0.214285714,0.071428571,0.03575824,8
2587,0,0.8,2.3,4.9,1.7,13,15.6,1,0.3,3.5,1.7,0.3,1.9,645,46,25,29,1.9,20,11,5,1,0,1,2877.776827,213.5788262,0,1142.677723,69.15801553,517.4300431,1492.960643,65.45884451,933.7153148,0,0,0.4,0,0.6,0.386060411,0.091358292,0.011558549,1,0.310136157,0.192133132,0.205748865,0.026475038,0.11065963,7
3705,0,1.1,2.5,5,1.6,25,15.4,1,0.4,3.4,1.9,0,2,805,38,25,37,2.1,21,14,5,1,1,0,3001.146851,0,50.71418573,853.9978272,184.0517916,1070.401872,1908.26316,130.1242107,1364.435818,0,0.090909091,0.34965035,0.125874126,0.433566434,0.201109248,0.002746965,0.010431943,1.013832623,0.087179487,0.482051282,0.023076923,0.007692308,0.155102035,6
2199,0,3.9,5.1,2.7,1.1,17,10.5,2,0.9,4.1,5.1,0.3,1.3,715,38,30,32,2,22,8,2,1,1,1,964.4651953,0,110.3847019,2828.889752,125.1563748,1025.149239,2298.855559,327.021888,1066.346839,0,0.034666667,0.514666667,0.098666667,0.229333333,0.029812753,0.064460976,0.259890299,0.998990799,0.158038147,0.441416894,0.021798365,0.008174387,0.234939737,4
5457,0,3.8,4.8,3.2,1.1,15,8.9,2,0.8,4.4,4.8,0.2,1.2,710,41,24,35,2.1,23,11,4,1,0,0,1108.416477,0,0,103.0178145,90.41918982,722.7707372,735.311347,885.3394773,603.5218863,0.01,0,0.96672213,0,0.03327787,0.017147712,0.834366943,0.263260014,0.998159662,0.417647059,0.2,0.341176471,0.017647059,0.011615394,4
3648,0,3.3,5.4,2,1.2,18,10.7,2.5,0.5,5,5.4,0.6,2,1000,43,26,31,2,22,11,6,1,1,0,1097.99322,0,104.1756589,134.852637,70.60602974,974.2920723,853.2053159,1173.846329,737.0552073,0,0,0.86440678,0,0.131826742,0.298284511,0.311118019,0.21049101,0.998990799,0.383386581,0.185303514,0.03514377,0.019169329,0.454635642,4
