BEV_DICHTH,OPP_WATER,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,horeca,score
4642,0,0.8,4.9,1.2,2,12,5.5,0.9,1.9,7.1,5.2,0,1.4,1115,29,29,42,2.3,17,9,3,1,0,0,1478.654548,0,56.90121672,207.5049106,155.2189308,718.2448189,631.6422921,818.6881548,473.4344306,0,0,0.917012448,0,0.082987552,0.511852247,0.029224481,0.083808727,1,0.174033149,0.337016575,0.011049724,0.005524862,0.433629481,5
213,1,0.9,4.6,1,1.9,12,7.9,0.9,1.8,6.9,4.9,0,1.5,195,39,35,27,1.9,15,3,2,0,0,0,1904.110537,0,25.73471421,656.3747338,132.6088356,448.500573,688.6160886,491.9869611,425.5325201,0,0,0.68973747,0,0.026252983,0.16654838,0.050080834,0.090783866,1,0.3,0.25,0,0.025,0.436832918,6
539,4,4.6,5.7,2.1,1.6,32,11.1,1.2,1.5,3.5,5.8,0,0.7,205,45,20,34,1.9,22,17,5,3,1,0,564.8902897,0,34.99190941,1173.684074,183.2130689,845.2243394,278.0694055,178.1012469,701.9739175,0,0,0.931172469,0,0.068827531,0.104344669,0.005902063,0,1,1,0,0.333333333,0,0.366705656,4
3090,1,4.4,5,2.7,1.6,14,9.5,1.3,1.3,3.8,5.1,0,1,800,38,28,35,2.1,22,10,3,2,0,1,1383.650596,0,84.24583106,854.5039947,147.4479402,581.6380731,1064.76519,433.0219456,292.6880867,0,0,0.135483871,0,0.864516129,0.007742183,0.40504734,0.254436485,0.998159662,0.219081272,0.296819788,0.038869258,0.010600707,0.089987733,4
4211,0,3.3,6.7,1.4,1,7,10.3,3,0.4,5.1,7,0.8,2,675,32,30,38,2.3,17,4,1,1,0,0,748.1588203,154.6941321,27.76276619,1518.135409,0,398.6439776,163.9333528,7.748806272,366.0116347,0,0,0,0,0,0.205685098,0.012403057,0.18845446,0.999321274,0.346590909,0.136363636,0.079545455,0.005681818,0.003728566,6
5322,0,2.3,6,0.9,0.6,19,8.5,4.1,0.4,5.9,6.3,0.3,2.5,2075,54,25,21,1.7,21,7,3,1,0,0,1494.228188,0,0.156222016,231.6053232,139.365924,340.6874197,376.5777751,669.3547992,934.5078208,0,0,0.887456038,0,0.112543962,0.061158124,0.115485837,0.054166014,0.999301702,0.379844961,0.199612403,0.015503876,0.013565891,0.006774515,5
3990,0,2.8,5.9,1.2,1.1,13,10.9,3.4,0.5,5.2,6.2,0.1,1.8,1820,42,29,29,2,20,8,3,0,0,0,1275.901263,0,13.8875454,1312.486777,4.01726401,221.2738001,956.035631,399.4918786,1139.753713,0.05,0.031914894,0.560283688,0.007092199,0.258865248,0.233436559,0.131356639,0.00667045,0.999755183,0.270186335,0.096273292,0.00931677,0.01552795,0.001909651,5
1506,7,1.5,5.3,0.6,1.3,7,6.2,1.1,1.2,6.7,5.6,0,2,815,31,39,30,2.1,19,4,1,0,0,0,1898.340367,0,108.4970543,913.7998018,97.75216028,228.3980224,140.8098548,243.102619,404.5147085,0,0.008948546,0.879194631,0,0.111856823,10.78439211,2.156429609,4.83137591,1,0.212903226,0.3,0.003225806,0.006451613,0.088951564,6
2661,0,2.6,6.7,0.8,0.8,15,6.9,2.5,0.7,6.3,7.1,1.4,1.5,1850,40,32,28,2,18,8,2,1,0,0,242.8993088,0,99.22329764,1932.623093,90.34888823,1410.420721,714.3933991,264.7123631,79.14775936,0,0.117340287,0.529335072,0.228161669,0.125162973,0.028374546,0.277841477,0.105657076,0.999301702,0.208163265,0.175510204,0.065306122,0.008163265,0.014599287,5
883,0,2.3,6.8,0.8,1.5,21,6.9,0.3,1.2,7.1,7.2,1.8,0.6,245,39,31,30,2,14,4,2,2,0,0,4768.692944,630.0718205,97.95728488,2867.168842,0,927.1458529,2164.380725,138.872843,2217.495639,0,0,0,0,0,0.11098453,0.753208031,0.121039521,0.932641574,0.484615385,0.184615385,0.169230769,0.007692308,0.006779211,6
6068,0,1,1,5,0.9,17,12,1.2,0.4,3.8,1,1.1,1.9,895,55,27,18,1.7,21,13,7,1,0,1,1917.163449,72.52587745,53.14749066,2886.849196,62.09913999,412.4743105,1877.348739,0,1313.50614,0,0.142857143,0.714285714,0.142857143,0,0.07584553,0.077701362,0.251850409,0.997652582,0.29342723,0.20657277,0.046948357,0.002347418,0.001909651,6
3428,0,1.1,1.1,4.9,1,30,11.2,1.6,0.3,3.9,1.1,1,1.1,640,70,14,16,1.5,21,24,8,2,1,2,4488.566754,0,105.3155051,3771.782235,151.1816476,1996.258455,464.1318756,114.6375092,753.1425782,0,0.015957447,0.739361702,0.095744681,0.117021277,1.90066517,21.31388574,0.148116681,1,0.276740238,0.138370119,0.013582343,0.006791171,0.000677921,4
1164,0,2.1,2.3,4.3,2.2,9,8.4,0,1.1,5.2,2.4,0,0.1,305,32,30,37,2.3,17,5,3,0,0,0,7065.384824,403.8395969,40.60914777,5000,72.53452716,5000,270.5387597,0,3466.077259,0,0,0,0,0,0.177684692,0.05793142,0.023942671,0.929090909,0.378181818,0.174545455,0,0,0.02508308,6
1669,0,1.6,1.7,4.8,1.6,19,10.6,0.5,0.5,4.5,1.7,0.5,2,195,60,24,17,1.6,27,8,2,0,1,2,2258.913176,363.2069569,96.80164758,4939.808817,71.07277624,5000,514.6770259,0,1123.450496,0.01,0,0,0,0,0.056824932,0.038524776,0.007579034,1,0.550387597,0.093023256,0.062015504,0.015503876,0.02147393,6
3974,0,2.2,2.4,4,2.3,23,7,1,0.4,4.9,2.5,1,2,1135,40,21,39,2.1,25,24,10,2,1,2,1975.486873,178.7807688,66.62780119,4814.94901,197.926362,5000,361.7389968,0,1258.194427,0,0,0,0,0,3.657217496,0.362223494,0.477753197,1,0.36965812,0.294871795,0.027777778,0.014957265,0.015773657,4
3167,0,1.8,1.8,4.3,1.7,12,12,1.5,0.3,4.4,1.8,0.8,1.1,460,37,27,35,2.2,17,9,2,0,0,2,5487.805429,104.7167957,0,3869.848793,129.5288542,1961.503122,499.7397097,13.65114335,588.4992687,0.07,0.0625,0.5625,0.3125,0.0625,0.904866643,16.77302231,0.042531996,1,0.361279647,0.151130723,0.01103144,0.002206288,0.003728566,6
4608,0,1.6,1.6,4.7,1.5,10,12.1,1.5,0.3,4.4,1.6,1,1,650,39,28,32,2,19,11,3,1,2,2,675.5723671,1034.500585,217.6371261,3665.300019,119.4717672,450.6384689,988.0793217,0,1751.100252,0.06,0,0,0,0,0.186310476,0.194033625,0.017466224,1,0.074675325,0.295454545,0.029220779,0.006493506,0.022548172,6
5163,0,2.6,4.4,3,0.9,14,8.1,2.5,0.7,5.8,4.5,0.7,1.8,1505,35,24,41,2.1,21,9,1,1,0,1,258.3094089,94.82324926,30.52737294,2501.222557,3.651021599,1510.562275,109.7032681,20.16504841,128.406881,0,0,0,0,0,2.22E-05,0.020579892,0.528152942,1,0.300884956,0.387168142,0.028761062,0.015486726,0.023961374,5
1789,0,2.8,3,3.8,1.7,9,7.6,0.7,1,5.6,3,0.1,1.3,735,30,34,36,2.2,18,4,1,0,0,0,4916.817886,282.8818991,0,5000,254.3778561,5000,2448.635882,53.33052553,3151.692954,0,0,0,0,0,0.012795544,0.365296165,0.233133994,0.997020925,0.170454545,0.215909091,0.03030303,0.007575758,0.021660098,6
668,6,3,3.1,4,1.5,9,7.7,0.4,1.1,5.7,3.2,0,1,110,19,49,32,2.3,19,4,0,0,1,0,7820.596147,947.6203033,0,5000,145.460087,5000,830.4213699,49.21944456,3544.509608,0,0,0,0,0,0.11474445,1.414278715,0.007516617,0.995029468,0.255639098,0.187969925,0,0.007518797,0.009089878,7
3852,0,1.5,2.7,3.1,2.6,5,6.4,0.9,0.9,5.3,3,1,2,585,24,34,42,2.4,17,8,1,1,1,1,5845.623602,488.990555,68.05733558,4325.720296,120.1563358,2423.008659,122.9703964,0,183.1036006,0,0,0,0,0,0.057817924,0.034914716,0.045457437,1,0.120481928,0.437751004,0.016064257,0.02811245,0.037667891,7
5365,0,3.1,4.5,2.9,0.5,14,9.3,3.1,0.2,5.1,4.6,1,2.4,1820,48,29,23,1.8,26,8,3,1,0,0,7682.381187,846.7097849,195.8563231,5000,317.0936936,4324.901158,514.8143682,0,1435.047942,0.02,0,0,0,0,0.054239377,0.089231529,0.030723314,1,0.378140704,0.065326633,0.018844221,0.003768844,0.026558338,5
3320,8,3.7,3.7,4,1.6,7,7.9,1.3,0.3,4.8,3.8,0,1,1125,35,30,36,2.1,20,7,2,0,1,1,7123.398216,896.3227968,94.13063155,5000,64.33214955,3870.541739,809.2807331,0,494.4870076,0,0,0,0,0,0.185063499,0.086436981,0.013976976,0.998470428,0.25,0.297979798,0.025252525,0.002525253,0.039639598,6
3368,0,3,3.9,3.7,0.9,7,6.8,3.4,0.6,5.4,3.9,0.4,2.2,355,35,38,27,2,21,7,4,1,1,0,210.2873968,0,47.45818907,3943.500844,85.89830392,1463.307224,5000,282.1036283,2145.837333,0,0.146341463,0.258536585,0.170731707,0.307317073,0.422980253,0.094281758,0.522600021,0.996350365,0.211678832,0.226277372,0.018248175,0.02919708,0.033786533,6
4084,0,3.1,7.8,0.9,0.9,6,1.8,0.9,0.8,5.3,7.6,2.8,1.6,2735,27,37,36,2.3,11,5,0,1,0,0,657.1364753,0,74.1424767,5000,65.19980644,1197.07306,390.7118415,148.8398285,669.4147859,0,0.217391304,0.130434783,0.130434783,0.434782609,0.036717382,0.736001309,1.121587109,1,0.13986014,0.370629371,0.027972028,0.013986014,0.004683391,7
2556,0,4.9,10.4,5,4,3,0,0,3.9,7.9,10.2,0,1,395,26,27,47,2.5,6,2,0,1,0,0,887.5974598,103.1654808,21.81186266,3805.070517,100.8950153,60.8729336,1411.432251,170.0262722,124.9607638,0.03,0.222222222,0,0.333333333,0.444444444,0.209617935,0.261152092,0.498011437,0.989754098,0.389344262,0.245901639,0.004098361,0.008196721,0.018175061,7
2846,9,3.4,7.8,1.6,0.9,6,1.6,1,0.6,5.3,7.6,3.1,1.3,1430,35,29,36,2.2,10,4,0,0,0,0,1951.976429,284.4763729,87.34438281,2204.353943,101.3721134,242.8007688,2461.775951,440.6867706,0,0,0.2,0.6,0.2,0,0.118331523,0.690118704,1.047148885,0.998792271,0.190821256,0.014492754,0.031400966,0.004830918,0.010226176,7
500,7,2.9,8.4,1.7,1.5,3,2,0,1,5.9,8.2,0.6,1,540,16,26,59,2.9,8,3,0,0,1,0,667.3741082,0,126.6542692,3235.969835,131.6771163,943.3603696,1174.154982,639.2376426,997.9291185,0,0.148734177,0.123417722,0.167721519,0.360759494,0.110234063,3.026974632,0.916411561,1,0.44516129,0.270967742,0.012903226,0,0.026119249,9
2678,0,6.1,7.8,5.1,1.6,6,3,1,0.3,8.6,6.9,1.8,1.8,425,42,33,25,2,11,3,0,0,0,1,1708.689252,228.3731524,122.1871455,5000,202.4963067,3857.411935,2088.477496,0,2126.576983,0.01,0,0,0,0,0.105911065,0.06373658,0.012361565,0.991407675,0.168341709,0.162479062,0.003350084,0.006700168,0.010412344,7
1974,0,6.5,8.2,5.3,1.8,6,3,1,0.4,8.8,7.2,1.9,1.2,155,22,22,56,2.7,11,6,0,0,0,0,743.188235,4.75516402,70.34833599,5000,82.67650051,1749.301643,1479.412208,305.1493109,445.711673,0,0.127303183,0.174204355,0.195979899,0.227805695,0.04011954,0.065200024,0.006508775,0.966783561,0.266106443,0.18487395,0,0,0.009829856,7
2214,0,12.2,15.9,10.2,3,4,0.8,0.1,0.4,10.3,14.9,1,1,360,26,35,39,2.4,9,3,0,0,0,0,1497.16751,0,42.3110841,5000,57.00233495,1732.485198,5000,195.7499605,1389.998668,0.06,0.020100503,0.567839196,0.150753769,0.221105528,0.348080185,0.698354821,0.827670578,0.983739837,0.349593496,0.146341463,0,0.008130081,0.01632277,7
2597,0,10.5,12.3,8.2,4.1,4,1,0,0.3,8.6,11.4,1,1,515,29,38,33,2.3,6,2,0,0,0,0,4410.141568,484.9345137,7.545017486,2584.953393,100.3266231,5000,1472.93169,16.83976217,3925.10372,0.01,0.666666667,0.333333333,0,0,0.129774351,0.162386274,0.101447543,1.055449402,0.448529412,0.102941176,0.007352941,0.007352941,0.01752582,8
1631,0,3.3,14.7,0.9,1.3,3,2,1.7,0.9,0.6,14.9,2.1,0.8,435,20,23,56,2.8,9,5,0,0,0,0,2953.863844,0,136.9672058,4956.828388,248.0841279,5000,1224.35563,311.8625426,1720.128504,0,0.161764706,0.345588235,0.242647059,0.191176471,0.008908796,0.0505958,0.057437287,0.999523186,0.763636364,0.054545455,0.018181818,0,0.018819606,8
71,19,4.4,14.8,2.3,2.4,6,1.3,0.2,1.9,2.3,15,0.7,0.3,395,25,33,42,2.6,8,1,0,0,0,0,2564.75938,0,13.55733015,5000,117.5743301,1530.885456,5000,37.5315067,1033.1994,0.01,0.054545455,0.036363636,0,0.909090909,0.079857852,0.054217033,0.022924034,0.996190536,0.591549296,0.056338028,0.028169014,0.028169014,0.024028126,7
3338,0,3.6,13.8,1.2,1.5,3,2,1.8,0.8,1.5,14,1.8,1,270,14,44,41,2.6,5,4,0,0,0,0,1683.211762,0,11.348891,5000,18.43711699,1552.418247,5000,276.593006,1178.163782,0,0.22556391,0.105263158,0.112781955,0.390977444,0.010983801,0.059199482,0.457663695,1.008349647,0.620689655,0.120689655,0.034482759,0.00862069,0.022514795,7
5408,0,3.7,14,1.2,1.1,6,2,3.3,0.7,1.4,14.2,1.9,1.3,740,30,27,43,2.4,6,3,0,0,0,0,2490.485745,0,22.52271339,5000,210.7257519,783.8434377,4117.356559,448.4064103,191.8534073,0,0.013761468,0.110091743,0,0.793577982,0.015116033,0.059199482,0.240999488,1.012820485,0.595041322,0.090909091,0.074380165,0.05785124,0.003389605,7
3468,0,4.1,14.4,1.4,0.9,5,2,3.1,0.8,1.5,14.6,3.6,1.7,465,21,25,54,2.7,4,3,0,0,0,0,2925.03076,0,0,5000,20.92186295,319.2153863,4233.246547,387.9501102,260.7819584,0,0.025862069,0.603448276,0,0.017241379,0.065745625,0.120687787,0.002824017,1.020285567,0.468468468,0.099099099,0.027027027,0.009009009,0.009548255,7
3011,1,6.3,19.6,8.5,8,4,1,0,0.4,8.5,18.6,1,1,645,23,40,37,2.5,7,2,0,0,0,0,3144.601825,0,12.94154382,5000,0,332.8574225,4667.430867,394.1128127,679.125035,0.01,0,0,0.008264463,0.140495868,0.132133768,0.177824244,0.058375779,0.992063492,0.650793651,0.063492063,0,0.031746032,0.00893239,7
3087,0,7.8,17.4,6.6,6.1,6,1,1,2.4,6.6,16.4,0,1,445,27,37,37,2.3,12,1,0,0,0,0,1894.951345,0,37.59722797,5000,191.1290948,3979.042755,2422.268405,347.5415157,2240.540762,0,0.047619048,0.849206349,0,0.087301587,0.120939473,0.137898018,0.186377461,0.965611935,0.535483871,0.167741935,0,0.025806452,0.004497223,7
3483,0,2.6,11.6,5.2,0.6,4,2.2,1.9,0.6,5.2,11.8,4.2,2.6,2020,26,36,38,2.4,6,2,0,0,0,0,2062.500252,2.096973357,45.49732063,5000,31.76779278,2844.89385,542.9845068,174.6474191,5000,0,0,0.4,0.6,0,0.036804708,0.080403306,0.007492571,0.980555556,0.322222222,0.061111111,0.016666667,0.044444444,0.003141381,8
3847,0,6.4,8.2,5.6,2.2,5,2.9,0.9,0.8,8.8,7.5,0.7,2,475,20,31,49,2.6,13,3,0,0,0,1,3565.604285,0,28.35319863,3365.645243,113.9376659,5000,2311.095301,25.3080165,3802.634363,0,0.2,0,0.8,0,0.005897371,0.051575594,0.094616977,0.999331666,0.446265938,0.081967213,0.012750455,0.005464481,0.004745448,7
4540,0,6.6,8.4,5.6,2.1,2,2.9,1,0.7,8.4,7.5,2,1.9,395,17,43,41,2.5,14,2,0,0,0,0,1556.019626,0,132.5179566,5000,123.5227724,2746.719578,2285.451029,531.7805812,847.3810093,0,0.244444444,0.222222222,0.055555556,0.45,0.012385401,0.013339505,0.002311314,0.927797212,0.388392857,0.098214286,0.013392857,0.004464286,0.014289006,7
3316,0,4.3,15,1.6,1.1,6,2,1.3,1,1.4,15.2,3,1.6,1185,30,36,34,2.3,9,4,1,0,0,0,299.0324148,0,15.95577139,5000,90.8621956,1216.280517,1176.649095,347.0951869,408.2846143,0,0,0.207650273,0,0.568306011,0.086155126,0.518001464,0.01555129,1.018467385,0.298181818,0.087272727,0.04,0.032727273,0.023717845,6
7239,0,3.7,14.5,1,0.6,8,2,5,0.4,0.9,14.7,4.6,2.5,255,26,40,34,2.3,12,8,1,0,0,0,262.0358137,0,13.98948854,5000,46.04538104,1308.571809,1266.957597,297.3621396,575.408604,0.01,0.075892857,0.535714286,0.008928571,0.174107143,0.039903642,0.374569275,0.069157962,0.976166944,0.576104746,0.10801964,0.045826514,0.014729951,0.017831404,6
5587,0,3.3,14.4,0.7,0.8,11,2,4.8,0.4,0.4,14.6,3.5,1.6,345,38,33,29,2,10,13,0,0,1,2,1329.254357,652.5974856,252.3975218,5000,128.8765906,268.5502202,1523.386224,0,308.6984792,0.01,0,0,0,0,0.026058978,0.26927475,0.030419211,1.038137628,0.546925566,0.080906149,0.019417476,0.006472492,0.018542701,6
5354,0,2.8,14.1,0.3,1.1,4,2,4.1,0.5,0.5,14.3,2.7,1.8,350,32,34,34,2.2,4,3,0,0,1,1,4391.838406,0,109.3037968,2502.820694,206.9798612,5000,1452.407226,198.8645386,4186.241996,0,0.050505051,0.257575758,0.121212121,0.54040404,0.030634172,0.057393097,0.178430399,0.990340096,0.373831776,0.104672897,0,0.011214953,0.020017959,7
2951,0,1.8,14.3,1.8,2.6,2,2,0,2,1.7,14.5,1,1,465,23,35,42,2.5,6,2,1,0,0,0,3008.331707,0,66.54694977,5000,153.5327747,976.3941252,5000,518.5642072,1086.57593,0,0.160392799,0.656301146,0.044189853,0.065466448,0.21476589,0.11995442,0.350031511,0.996482625,0.539033457,0.018587361,0.018587361,0.014869888,0.039420054,8
3906,0,3.4,13.9,0.7,0.6,7,2,5,0.3,0.8,14.1,3.2,2,765,50,32,18,1.8,8,2,0,0,0,0,2335.523353,0,69.87944241,5000,309.0620899,1209.766492,4438.387389,185.0652798,338.4475736,0.03,0.079439252,0.593457944,0.053271028,0.123364486,0.082942672,0.088665724,0.007716877,0.971702275,0.359042553,0.087765957,0.039893617,0.010638298,0.066651617,7
2945,0,4,16.4,2.6,2.6,2,2,0,0.3,2.3,16.6,1,1,270,17,38,45,2.6,4,1,0,1,0,0,929.9459605,0,112.0042798,5000,320.9164428,2398.718346,3829.591038,201.4441638,614.9357004,0.01,0.081784387,0.141263941,0.040892193,0.698884758,0.045883754,0.074856358,0.235985095,0.975381218,0.692307692,0.065934066,0.087912088,0.010989011,0.005423369,8
3104,0,4.6,17.2,5.5,6.1,3,1,1,0.5,5.2,17.4,2,1,495,27,32,40,2.4,7,2,0,0,0,0,2773.427404,77.15820047,300.4793836,5000,178.655118,817.8652339,4653.140866,565.8806742,624.2835739,0.01,0.218085106,0.037234043,0.151595745,0.492021277,0.123774988,0.229005162,0.096815156,0.950160772,0.466237942,0.041800643,0.01607717,0.003215434,0.010655873,6
728,1,0.5,6.7,2.8,0.8,6,5.1,0.6,0.9,4.6,6.4,0.6,0.2,470,20,46,34,2.2,26,2,0,1,0,0,4685.491623,58.53345819,14.1825132,3199.280386,0,750.4334635,1247.104458,50.54809961,1568.790773,0,0,0.666666667,0.333333333,0,1.097956205,0.32199601,0.131673049,1,0.093220339,0.292372881,0.072033898,0.025423729,0.008135053,8
2152,0,1.1,7.5,2.9,1.4,8,5.1,0.3,0.5,2.6,7.1,0.1,1,1040,31,31,38,2.2,24,2,0,0,0,0,9023.626074,0,224.7388247,5000,209.8690235,5000,625.9586165,254.7021021,458.0647136,0,0.05027933,0.25698324,0.329608939,0.301675978,0.064641875,1.716941227,0.501221434,1,0.144578313,0.34939759,0.042168675,0.024096386,0.066188544,7
5776,0,0.7,8.3,1.8,1.7,13,7.9,0.5,0.3,1.6,7.9,0.9,2,1595,41,31,28,2,23,4,1,1,0,1,9510.080141,1026.361822,0,5000,158.1758466,5000,421.0230695,72.96940634,1744.694269,0,0,0.5,0.5,0,0.11502198,0.553170157,0.075183727,0.998966942,0.196280992,0.188016529,0.037190083,0.012396694,0.023407565,6
1448,2,1.5,8.5,2.8,2.3,9,5.7,0,0.9,2.5,8.2,0.2,0.4,975,31,40,30,2.1,31,3,0,0,0,0,9096.785157,0,95.91306939,3057.432817,299.4377981,4115.594729,1566.319836,721.516417,855.5061543,0,0.058823529,0.321266968,0.162895928,0.389140271,0.461597559,0.386384849,5.448679222,1,0.246575342,0.315068493,0.02739726,0,0.020294864,7
4073,0,1.6,9.8,1.4,1.2,12,6,3.6,0.5,1.5,9.3,0.7,1.3,1370,35,35,31,2.1,37,6,1,1,0,1,7589.770252,89.2258953,0,2337.228123,11.82181877,4751.922207,2878.060557,34.65645875,2368.500611,0,0,0.6,0,0.4,0.059129333,0.314923972,0.127513431,0.999246708,0.134057971,0.112318841,0.013285024,0.030193237,0.006779211,6
5499,0,2,10.1,1.9,1.7,17,5.7,1.1,0.3,2,9.6,0.1,1,2290,42,28,30,2,37,5,0,1,0,0,8201.008323,0,73.83531616,2981.614763,61.78901799,3216.517633,748.7993718,139.7300019,231.1500785,0.01,0,0,0,0,0.028071444,0.251613857,0.245886372,0.996788009,0.087794433,0.308351178,0.006423983,0.019271949,0.04191689,6
1744,0,0.7,6.8,3.6,0.5,12,5.3,1,0.2,3.7,6.6,0.8,1.5,1165,49,30,22,1.8,28,3,1,0,0,0,5916.995956,0,61.18907425,1950.38937,59.197645,492.0610295,1178.974192,255.4209607,2650.158796,0.08,0.075221239,0.287610619,0.026548673,0.362831858,0.006971272,0.1706384,0.001104724,0.995956873,0.269541779,0.121293801,0.040431267,0.002695418,0.04469063,6
3146,0,0.8,6.1,3.4,0.7,7,4.9,0.7,0.8,3.9,5.8,0.9,1.6,995,25,35,40,2.3,24,6,2,0,0,1,77.58997341,3.063009563,45.91612385,1854.909004,31.97266395,49.84509521,1950.626752,277.7628038,17.53963499,0,0.348837209,0.279069767,0.104651163,0.255813953,0.288430606,0.088021017,0.113799688,0.997561818,0.194852941,0.257352941,0.058823529,0.011029412,0,6
2400,0,0.8,9,0.6,0.5,9,6.5,4.5,0.4,0.6,8.4,1.1,1.7,2435,46,34,20,1.8,26,3,0,0,0,0,815.2814395,0,34.35442263,683.4641218,103.813339,926.4476102,3225.855955,295.3083511,1279.859137,0,0.21761658,0.554404145,0.113989637,0.077720207,0.508803679,8.121854441,0.393526419,0.992753623,0.05942029,0.075362319,0.026086957,0.007246377,0.005299256,6
4635,0,0.7,8.5,1.4,1.3,14,7.6,1.1,0.3,1.1,8,1,2.4,850,43,27,29,1.9,21,7,1,1,0,2,562.8968639,0,8.854351507,1958.291236,80.50282897,952.3882838,1287.038228,74.14111414,61.58544273,0,0.275862069,0.551724138,0.103448276,0.068965517,0.425374729,0.831427237,0.046648948,1,0.309322034,0.169491525,0.008474576,0,0.027078771,5
2099,0,1.4,9.1,1.3,1.1,18,6.3,2.3,0.3,1.1,8.6,0.9,2.1,1335,43,27,30,1.9,23,12,2,3,0,1,2319.387195,0,116.3025663,541.1691024,225.265933,2630.630417,426.7790361,103.4459394,526.7773053,0,0.01618123,0.093851133,0.01618123,0.563106796,0.27793485,0.526086937,0.020663977,0.999321636,0.674418605,0.094684385,0.016611296,0.014950166,0.029050478,4
4308,0,1.5,9.6,1.2,1,12,6,4.7,0.4,1.2,9,0.8,1.7,1225,40,33,28,1.9,26,4,1,1,0,0,759.4368318,0,182.3649911,4321.039451,281.3779082,725.8870832,2408.866864,373.3703636,583.2094224,0,0.152112676,0.104225352,0.211267606,0.416901408,0.409213556,0.057458989,0.014949283,0.995568074,0.156028369,0.203309693,0.021276596,0.007092199,0.021349818,6
3578,0,3.6,5.5,3.5,1.4,5,5.5,0,0.5,3.2,4.9,0.9,1,1680,28,39,33,2.2,19,2,1,0,0,1,704.0697104,0,157.9007312,2084.7296,106.0451538,902.203228,1768.609041,541.4263401,1136.526967,0,0.009756098,0.287804878,0.458536585,0.214634146,0.078681263,0.127011653,0.578103842,1,0.1171875,0.184895833,0.018229167,0.010416667,0.027355675,7
3135,0,2.4,6.6,2.3,1.5,10,5.3,0.3,0.6,2,6.1,0.4,1.4,1285,29,34,37,2.2,23,6,1,1,0,1,593.0762564,289.6964025,222.4319634,1504.394118,112.7427385,2237.970017,349.7258133,1227.117008,0,0,0,0.882352941,0.029411765,0.058823529,0.218615688,0.47945196,0.031520583,1,0.142857143,0.204081633,0.017492711,0.005830904,0.028587405,6
1242,0,3.4,6.7,3.5,1.1,9,2.8,0.7,1,3.8,6.2,0,0.3,1000,30,35,35,2.1,32,5,1,0,0,0,463.9678195,0,62.6949565,747.690671,184.5470368,1469.097668,1243.638925,807.7804558,361.6199369,0,0.388632873,0.113671275,0.196620584,0.248847926,1.62558205,5.453549809,0.897181503,1,0.305860806,0.304029304,0.003663004,0.003663004,0.02640085,6
1663,0,3.5,5.7,3.5,0.6,11,4.2,2.6,0.3,3.3,5.2,0.5,1.1,1670,43,34,23,1.9,25,3,0,1,0,0,2402.391932,169.5812918,73.33777579,3786.493825,58.12146736,1969.634543,2340.150983,25.2765418,0,0,0,0.272727273,0,0.636363636,0.067276751,0.770577708,0.118420289,0.996164221,0.410958904,0.239726027,0.047945205,0.006849315,0.00893239,6
3985,0,3,6.2,3,0.7,15,5,2.4,0.3,2.7,5.6,0.2,1.4,1325,40,26,34,2,23,9,2,1,0,1,4155.130799,0,39.59804659,3817.803398,153.431269,2885.249851,3178.892048,63.49470275,186.7850132,0,0.666666667,0,0.166666667,0.166666667,0.312383912,0.082129872,0.213458052,1,0.352803738,0.219626168,0.025700935,0.009345794,0.00246346,5
3645,0,3.3,6.3,0.9,1.4,5,6,0.6,0.7,6.5,6,0,1.9,730,16,31,53,2.6,15,1,0,0,0,0,2248.989371,0,5.322075054,591.1219044,25.50161179,5000,2923.783235,274.1825556,326.9825676,0,0,0,0,1,0.064809753,0.065129028,0.010288641,1,0.627659574,0.074468085,0.010638298,0,0.058611996,7
5855,0,3.3,6.9,1.5,1.1,5,4.1,1.3,0.7,6.6,6.6,0,1.7,495,17,35,48,2.5,21,3,0,0,0,1,2573.386233,0,239.3887077,1022.877599,239.2923704,5000,3108.513744,229.2636475,762.7346514,0,0,0.213740458,0.030534351,0.007633588,1.031216324,0.238721566,0.396089102,1,0.687022901,0.061068702,0.053435115,0.007633588,0.009490895,6
4270,0,2.2,5,1,0.5,12,8.6,1,0.4,6.1,4.7,1.2,2,1715,41,29,29,2,21,3,0,1,0,0,1104.505718,0,50.86642538,804.5736584,17.50912164,5000,1976.327661,554.1474833,591.8877921,0,0.185840708,0.14159292,0.495575221,0.150442478,0.328331105,0.137597553,0.020017912,1.00055925,0.522123894,0.088495575,0.061946903,0.008849558,0.027441715,6
2106,0,1.8,5.2,1.7,0.7,3,9.2,0.1,0.6,5.5,4.9,0.5,1,615,20,46,34,2.3,17,2,0,0,0,0,694.2976795,0,50.52438628,1320.123276,37.23734453,5000,1440.426008,510.1091111,1069.668203,0,0,0.645454545,0,0.281818182,0.10696695,0.053805978,0.140434719,1,0.736363636,0.009090909,0.018181818,0.018181818,0.00615865,7
