,BU_NAAM,GM_NAAM,BEV_DICHTH,OPP_WATER,AV1_CAFE,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AV1_RESTAU,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,water,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,score
246,Postwegflat,Venlo,7052,0,1,2.4,2.4,4.9,2.9,20,3,0,1.2,4.1,3,0,1,0,120,68,19,13,1.4,19,15,4,2,0,1,1502.247061,0,14.21640693,3332.332402,9.070124829,299.4663384,1584.263576,5000,937.9521534,801.1976544,0,0.013357079,0.946571683,0.022261799,0.017809439,0.096523393,0.438676178,0.015562255,1,0.739307536,0.093686354,0.036659878,0.030549898,6 Ruim voldoende
247,Stalberg (midden),Venlo,1318,0,1.6,2,2,4.4,2.4,4,4.1,0.6,1,3.7,2.5,0.5,0.5,0.6,155,24,54,22,2.1,13,3,0,1,0,0,4137.196679,658.7053096,0,5000,89.39606872,750.5300497,361.1598123,5000,131.3764267,1265.302995,0,0,0.714285714,0,0.285714286,0.085926641,0.83554885,0.031390144,1,0.675516224,0.064896755,0.053097345,0,9 Uitstekend
248,Stalberg-oost,Venlo,1057,0,0.4,2.7,2.7,5,3.1,3,1.7,0,1.7,4.5,3.2,0,0,0,120,6,19,75,3.4,10,3,0,0,0,2,3817.147318,606.8457394,80.41100839,5000,60.57470655,529.0580724,129.5956325,5000,191.9880949,738.5066991,0,0.142857143,0.357142857,0,0.428571429,0.03102763,0.11118734,0.12192546,1,0.769230769,0,0.115384615,0.076923077,9 Uitstekend
249,Dr. Poelsplein e.o.,Venlo,5149,0,6,1.2,1.2,4.1,1.9,23,5.9,2,0.2,2.8,2.1,2,2.2,3.5,530,44,19,37,2,19,22,4,1,1,9,543.8773822,0,64.55945175,4203.2044,160.9478543,1264.054009,1768.506551,5000,1871.619447,583.2258559,0,0.323759791,0.362924282,0.028720627,0.25848564,0.10733022,0.0119189,0.016428677,0.998052498,0.172483221,0.158389262,0.024832215,0.008053691,5 Voldoende
251,Vogelbuurt,Venlo,1001,0,2.9,1.7,1.7,4.6,2.4,18,3,1.9,0.5,3.3,2.6,1,1.3,2,200,40,31,29,2,17,16,5,0,0,10,1031.164662,0,48.568968,4167.769649,238.9021107,892.9960431,1165.96719,5000,1360.592397,1025.910135,0,0.006944444,0.076388889,0.875,0.024305556,0.365910229,0.002899793,0.011863765,0.999392037,0.422857143,0.074285714,0.034285714,0.005714286,6 Ruim voldoende
252,Bloemenbuurt,Venlo,2802,0,1.9,1.9,1.9,4.8,2.6,14,3.7,1.5,0.7,3.6,2.8,0.3,1.3,0.8,380,26,30,44,2.4,18,13,4,0,0,4,631.7273809,2548.740633,100.2363049,5000,103.9613021,422.7421077,1283.77817,5000,715.8249505,0,0,0,0.571428571,0,0.428571429,0.249660029,0.304749664,0.00897635,0.997689537,0.210227273,0.096590909,0.034090909,0.022727273,6 Ruim voldoende
255,Lemiers,Vaals,455,0,1.9,12.8,15.2,9.1,2.4,8,2.1,0,2.4,12.4,14.6,0,0,1,340,32,37,31,2.1,35,2,0,0,0,0,413.6565334,853.6075725,7.44296482,5000,381.4000648,444.8775075,942.9136042,5000,490.0174863,0,0.01,0,0,0,0,0.101198127,0.10759341,0.029445269,0.990783746,0.114114114,0.168168168,0.015015015,0.021021021,6 Ruim voldoende
256,Holset,Vaals,49,0,0.2,13.5,16.4,9.5,2.7,-99999999,0.9,0,1.4,13.6,15.8,0,0,1.7,60,31,40,29,2.3,29,1,-99999999,-99999999,-99999999,-99999999,578.2655582,688.0074735,50.50087967,5000,193.8266537,252.7765259,1684.751096,5000,478.6563615,0,0,0,0.969387755,0,0.030612245,0.019738195,0.011202585,0.003392652,0.430531118,0,0,0,0,8 Zeer goed
257,Urmond ten westen van Julianakanaal,Stein,1965,12,2.2,5.7,7.6,3.7,1,3,1,0.8,1.3,6.9,8.7,0.3,0.1,0,415,29,43,29,2.2,11,2,1,0,0,0,602.1954372,1511.756931,8.209250318,5000,346.7351754,1653.277859,425.2119438,5000,667.8048412,0,0.15,0,0,0,1,0.11766417,0.082914367,0.123798676,0.940259937,0.28358209,0.278606965,0.004975124,0.009950249,8 Zeer goed
258,Urmond ten oosten van Julianakanaal,Stein,1129,0,1.1,4.9,6.6,3.2,0.5,5,3.2,0.7,0.4,6.1,7.7,2,1,0,1120,28,38,35,2.2,12,2,1,0,0,0,542.0698675,326.4869843,79.06506082,5000,147.8003292,1817.862836,2066.612611,5000,711.2388855,0,0.01,0.076923077,0.230769231,0.025641026,0.41025641,0.188551251,0.067578604,0.009695705,1.000019712,0.217898833,0.128404669,0.011673152,0.003891051,6 Ruim voldoende
259,Nattenhoven,Stein,170,8,2.4,7.5,7.7,5.5,2.7,-99999999,1.9,0,0.9,7.8,8.6,0.5,0.5,0,60,13,42,45,2.5,11,1,-99999999,-99999999,-99999999,-99999999,363.4465537,656.49666,199.2099491,5000,50.07256698,779.020564,2156.028236,5000,703.1949068,0,0,0,0.297297297,0.108108108,0.405405405,0.176658276,0.204908002,0.073723066,0.937373152,0.577777778,0.088888889,0,0,7 Goed
260,Vijlen,Vaals,298,0,1.8,11,14.4,7.1,4.5,6,0.2,0,0.5,11.6,14,0,1.8,3.5,540,22,42,35,2.3,16,1,-99999999,-99999999,-99999999,-99999999,433.0863973,755.5729409,163.3168928,5000,160.9258539,820.1262172,1761.90657,5000,664.7763719,0,0.05,0,0.166666667,0,0.666666667,0.742481896,0.211671176,0.838662828,0.86441716,0.234972678,0.273224044,0,0.010928962,7 Goed
261,Elsloo,Stein,2125,17,3,1.4,10.4,2.8,0.7,4,7,1.5,0.5,8,11.1,0.9,3.4,2.5,3110,24,37,39,2.3,10,2,0,0,0,0,887.7875609,1736.789489,0,5000,117.682035,272.6678952,2101.902592,5000,311.3214268,0,0,0,0.357142857,0,0.428571429,0.266329023,0.05106667,1.019210296,1,0.241758242,0.197802198,0.010989011,0.029304029,7 Goed
262,Meers,Stein,511,49,2,4.9,10.9,3.2,2.9,4,2.8,0,0.3,9.2,12,0,-99999999,1,395,29,35,36,2.3,9,1,-99999999,-99999999,-99999999,-99999999,1157.883727,0,69.05475678,5000,55.54155937,392.0968563,1093.532645,5000,155.7533025,1201.390921,0.01,0.088235294,0.392156863,0.098039216,0.264705882,4.26739609,3.499962857,0.154169685,0.985714286,0.52,0.154285714,0.011428571,0.022857143,7 Goed
263,Catsop,Stein,209,0,1.8,1.8,10.7,3.6,1.4,2,5.3,0.6,0.8,8.3,11.4,0.3,0.2,1.1,245,23,45,32,2.2,8,1,-99999999,-99999999,-99999999,-99999999,1717.579136,169.3487999,0,5000,57.2012004,653.4505882,694.5593969,5000,1.024557664,1756.180231,0.03,0.294117647,0.529411765,0.176470588,0,0.034228626,0.179700876,0.187091538,0.916481546,0.53164557,0.17721519,0.012658228,0.012658228,8 Zeer goed
264,Berg,Stein,2267,11,3.7,6.7,7.3,4.7,1.9,7,1.6,0,0.4,7.3,8.3,1,1,0,900,29,35,36,2.2,12,1,0,0,0,0,121.2406886,0,31.27518447,5000,97.12611545,1953.706617,2013.797436,5000,1149.892891,63.29118069,0.01,0.448979592,0.102040816,0.081632653,0.326530612,0.03323148,0.071834908,0.115758339,0.993421053,0.279605263,0,0,0,7 Goed
265,Nieuwdorp,Stein,1469,1,0.3,2.4,9.7,1.3,0.7,7,6.4,0.9,0.4,7.4,10.6,1,0.1,0.1,1170,30,38,33,2.1,12,5,3,0,0,0,211.2344613,0,36.70322661,4798.402208,147.1192953,2036.710076,2337.686516,5000,1202.315218,235.9673538,0,0.161290323,0.387096774,0.35483871,0.032258065,0.627717302,0.165836093,0.013027571,1,0.070175439,0.249122807,0.010526316,0.010526316,6 Ruim voldoende
266,Kleine Meers en Veldschuur,Stein,768,0,2,4.6,10.6,2.8,2.5,0,3.7,0,0.4,8.9,11.6,0,-99999999,0.5,105,19,40,41,2.5,6,1,-99999999,-99999999,-99999999,-99999999,492.1055512,0,45.82585723,5000,131.1979124,386.6672243,1175.882779,5000,381.9810725,537.2356123,0.01,0,0,0,0.061538462,0.276691534,1.064448388,0.104908107,0.984293194,0.403141361,0.157068063,0,0.005235602,7 Goed
267,Maasband,Stein,56,15,0,5.9,10.2,3.6,3.2,-99999999,1.3,0,1.7,9.5,11.2,0,0,0,55,27,36,36,2.4,5,2,-99999999,-99999999,-99999999,-99999999,2308.338233,0,161.3140613,3584.896137,120.6470705,311.4113607,530.8949704,5000,330.5959703,1474.77611,0,0.236641221,0.389312977,0.129770992,0.122137405,0.256628986,1.430459043,0.427883928,0.947368421,0.605263158,0.078947368,0,0.026315789,7 Goed
268,Centrum,Stein,2012,2,6.1,3.3,9,0.6,0.6,9,5.8,1.8,0.4,6.7,9.9,1.1,0.8,2.9,1035,38,35,27,2,14,5,2,0,0,0,2372.052965,397.2556714,87.03637339,3510.981654,0,1002.989096,172.7728689,5000,87.03637339,1613.98939,0,1,0,0,0,0.118405388,0.336519359,0.014489583,1,0.326086957,0.102173913,0.002173913,0.010869565,6 Ruim voldoende
269,Hagerhof-oost,Venlo,5225,0,2.9,1.5,1.5,3.5,1.8,15,7,3,0.5,1.2,1.8,0.5,1.9,1.9,925,32,30,37,2.3,18,28,11,0,0,14,1810.385296,0,25.92214748,3098.538713,34.8985326,321.9627095,1133.490455,5000,769.5079662,944.5699955,0,0.027272727,0.918181818,0,0,0.003846428,0.341107887,0.003417889,1,0.186893204,0.138349515,0.016990291,0.02184466,5 Voldoende
270,Hagerhof-West,Venlo,7504,0,3.1,1.4,1.4,3.1,1.6,10,9.9,3.1,0.5,0.9,1.6,0.3,1,4.1,615,48,27,25,1.8,21,10,3,0,1,1,1858.556068,0,33.92533304,5000,196.7675341,1202.534093,1169.524347,5000,624.1751157,117.7076029,0,0.010723861,0.144772118,0.372654155,0.463806971,0.018860174,0.017973088,0.369611804,0.999328749,0.236148955,0.099000908,0.035422343,0.005449591,5 Voldoende
273,Sinselveld,Venlo,8918,0,8.3,1,1,2.9,1.2,14,9.2,3.7,0.4,1.4,1.2,0,1.6,13.4,1110,48,24,29,2,15,15,6,0,0,4,1703.592142,233.5616555,9.821706199,5000,14.46373475,827.6198498,750.2235316,5000,317.1493155,0,0.01,0,0.470588235,0.176470588,0.352941176,0.037293319,0.068649205,0.063109904,1,0.290419162,0.184630739,0.017964072,0.003659348,6 Ruim voldoende
274,Maaswaard,Venlo,3222,2,11.6,0.9,0.9,2.7,1.1,7,9.6,3.7,0.3,1.4,1.1,0,1,18.8,250,48,35,17,1.8,11,13,0,0,0,8,1526.506855,80.42253358,0,5000,38.52234599,383.2069467,668.4936955,5000,121.1626831,178.7232369,0.02,0,0,0.4,0.6,0.104909063,0.020593573,0.126228845,0.998322218,0.298476927,0.049102069,0.015685383,0.009547624,6 Ruim voldoende
275,Spoorsingel,Venlo,3320,0,20.8,0.8,0.8,2.8,1.1,8,9.8,3.3,0.4,1.5,1.1,0,1.3,26.7,380,52,26,22,1.8,18,17,7,0,1,5,121.7432823,0,9.438631235,3175.848074,52.54413876,1674.224468,3923.980285,5000,743.6173908,998.3312146,0.02,0.085034014,0.62244898,0.017006803,0.136054422,0.018704262,0.052541855,0.024646004,0.998545776,0.143712575,0.096512857,0.022895386,0.021838676,6 Ruim voldoende
276,Hagerbroek,Venlo,5723,0,2.7,1.7,1.7,3.9,2.1,3,4.8,0.9,1,1.7,2.1,0.2,1.1,0.4,955,18,27,55,2.8,12,16,3,0,1,9,339.3636929,0,0,4180.07805,12.61948229,2239.634278,3038.897043,5000,1406.034858,782.8463803,0.01,0.508515815,0.163017032,0.04136253,0.265206813,0.039950772,0.087706895,0.24071323,0.971087843,0.446969697,0.287878788,0.035353535,0.005050505,7 Goed
277,Winkelcentrum,Venlo,3543,3,41.1,0.9,0.9,2.8,0.3,13,9.4,3,0.1,2.1,0.4,0.2,1.2,51.2,630,67,23,10,1.4,23,9,0,0,0,1,1587.656899,218.2879433,0,5000,25.72103744,2224.930675,2342.494073,5000,365.7285523,1610.860853,0.12,0,0.666666667,0,0.333333333,0.118852067,0.04301787,0.010750148,0.979852302,0.047964027,0.049462903,0.023232576,0.032975269,5 Voldoende
278,Q4,Venlo,6678,3,38.9,1.4,1.4,3,0.5,14,8.6,3.2,0.1,2.5,0.3,1.3,2.4,49,495,56,29,15,1.6,27,10,1,0,1,4,1274.254336,0,49.85943369,5000,192.117444,1926.010913,1978.928338,5000,945.3084378,801.0526394,0.01,0.068771139,0.18940248,0.261555806,0.04735062,0.141226302,0.140537425,0.062279563,1.100739365,0.094552004,0.108059433,0.018910401,0.016659163,6 Ruim voldoende
279,Rosarium,Venlo,5294,0,39.3,1.1,1.1,3,0.5,11,7.8,3.6,0.2,2.5,0.6,3.2,3.9,49.3,670,60,25,15,1.6,19,5,1,0,1,1,1689.859869,0,139.1129113,5000,183.0806475,1546.753738,1628.718908,5000,582.7052745,492.2974037,0.08,0.080862534,0.334231806,0.444743935,0.118598383,0.018945948,0.009318067,0.030459109,0.987915006,0.12112587,0.179633144,0.018975332,0.012333966,6 Ruim voldoende
280,Binnenstad-Noord,Venlo,4936,1,34.6,1.4,1.4,2.8,0.8,13,6.1,3.3,0.2,2.8,0.8,4.3,4.5,40.5,750,53,27,21,1.8,20,13,3,1,1,5,1466.50936,0,15.21323601,5000,108.5399814,2167.572877,2189.124485,5000,309.3771532,1547.403844,0.02,0,0.342281879,0.010067114,0.637583893,0.077641422,0.075211367,0.047345158,0.973364124,0.115485564,0.173753281,0.017322835,0.011548556,6 Ruim voldoende
281,Raren,Vaals,51,0,0,15,17.9,11,2.9,-99999999,2.4,0,0.8,15.2,17.4,0,0,1.1,85,33,36,31,2.1,37,1,-99999999,-99999999,-99999999,-99999999,1157.625635,0,92.46462302,4715.618716,111.1637019,2514.573168,2521.725436,5000,656.9437014,1692.347265,0,0.013140604,0.102496715,0.021024967,0.8239159,0.138873738,0.110510057,0.010602408,0.933491362,0.057471264,0.454022989,0.017241379,0.005747126,8 Zeer goed
282,Wolfhaag,Vaals,84,0,0,15.9,18.7,12,2.7,-99999999,3,0,1.5,16,18.2,0,0,0.1,60,25,53,22,2.2,42,2,-99999999,-99999999,-99999999,-99999999,959.8981082,0,87.29821471,4667.779414,206.6075531,2558.677463,2517.955547,5000,774.2456619,1380.246497,0,0.029585799,0.724852071,0.026627219,0.218934911,0.255085448,0.226322562,0.051139073,0.862106896,0.775510204,0.020408163,0.020408163,0,8 Zeer goed
284,Vaals,Vaals,2732,0,4.2,15.2,17.5,11.3,0.9,16,3,2.4,0.5,14.8,17,1.1,1.1,12.3,3705,44,32,24,1.9,51,5,0,0,0,1,540.2211848,0,123.5010876,4122.1301,215.884721,2420.707391,3069.151444,5000,956.3753458,1283.109872,0.1,0,0,0,0.165697674,0.138156967,0.163937552,0.280717193,0.993668475,0.04539559,0.088197147,0.014267185,0.007782101,6 Ruim voldoende
286,Vianen,Cuijk,1605,0,1.1,2.2,17.2,2.6,2.7,1,1.9,0,1.3,11,17,0,1,0,360,19,40,41,2.6,3,1,0,0,0,1,191.6677758,0,124.3377993,2566.533834,59.02108148,1155.00971,3747.467073,5000,817.6369838,847.0493887,0,0.294117647,0.176470588,0.058823529,0.470588235,0.754417896,0.964398886,0.394487064,0.995535097,0.413043478,0.168478261,0.038043478,0.010869565,7 Goed
287,Verspreide huizen Vianen,Cuijk,139,0,0.7,2.9,17.4,3.2,3.2,6,0.9,0,1.6,11.1,17.2,0,0.6,0,110,23,38,39,2.7,5,2,-99999999,-99999999,-99999999,-99999999,174.9914131,0,42.65166027,3499.513268,354.0500649,1562.898629,3306.432226,5000,1465.242975,754.075388,0,0.112204724,0.212598425,0.053149606,0.622047244,0.694635288,1.187556362,0.371289821,0.988774758,0.756097561,0.048780488,0,0,7 Goed
288,Sint Agatha,Cuijk,680,0,1,3.6,17.5,3.6,2.5,0,1.9,0,3.2,6.5,17.3,0,1,0,130,26,40,34,2.4,9,1,-99999999,-99999999,-99999999,-99999999,1707.612245,0,65.18453408,5000,49.82103955,1655.767649,1609.130285,5000,281.4524428,795.5406266,0,0.065,0.625,0.13,0.05,0.102999471,0.148226848,0.107652753,0.920180257,0.516483516,0.047619048,0.058608059,0,8 Zeer goed
289,Heiligenberg en Beijerd en 't Riet,Cuijk,155,0,4,0.7,15.7,1.1,1.2,-99999999,3,2,0.4,10.5,15.4,0,0.7,5.1,65,36,30,34,2.3,12,0,-99999999,-99999999,-99999999,-99999999,1321.087243,0,18.66472399,5000,2.914530767,2167.101575,2124.279085,5000,425.3933588,1323.529895,0,0.020833333,0.40625,0,0.549107143,0.011744937,0.696146254,0.016799517,1,0.11827957,0.037634409,0.032258065,0.010752688,5 Voldoende
290,Padbroek,Cuijk,4335,0,0,1.8,16.1,2.1,1.4,7,2.7,1.7,1.6,8.9,15.9,0,1.7,1.1,1560,28,33,39,2.3,17,7,1,1,1,1,2664.157969,370.9505163,0,5000,65.56139214,775.6123876,802.8837836,5000,101.1330411,740.323734,0,0.263157895,0.368421053,0.210526316,0.157894737,0.002254999,0,0.00557992,0.991462873,0.125461255,0.258302583,0.036900369,0.011070111,6 Ruim voldoende
291,Heeswijkse Kampen,Cuijk,3496,14,0.2,1.9,16.3,1.8,2.4,5,2.8,0.8,1.3,11.7,16.1,1.1,1.4,0.2,2500,28,28,44,2.4,9,7,2,1,1,2,3051.13101,145.5136263,111.9751073,5000,0,673.5437901,1266.205938,5000,392.838641,372.3834402,0,0.044444444,0.022222222,0.022222222,0.111111111,0.001704517,0.007298575,0.148982259,1,0.439790576,0.267015707,0.02617801,0,6 Ruim voldoende
292,Verspreide huizen ten westen van Cuijk,Cuijk,172,0,2.5,1.1,15.8,1.4,1.6,-99999999,3,1.3,0.8,10.9,15.6,0,0.5,3.1,65,23,26,51,2.5,6,2,-99999999,-99999999,-99999999,-99999999,2584.086016,228.2125852,83.99429547,5000,213.1063245,603.5371015,1062.996458,5000,394.59847,0,0,0,0.47761194,0.432835821,0.059701493,0.291067335,0.28738298,0.253261871,0.854617203,1,0,0.076923077,0.038461538,6 Ruim voldoende
293,Cuijk,Cuijk,2727,11,8.8,0.6,15,0.7,0.6,7,3,3.4,0.4,9.7,14.8,0,1.4,9.6,1870,46,36,18,1.8,11,5,1,0,0,1,2381.138188,545.2352942,0,5000,143.8265113,170.7650163,293.5157234,5000,258.3697701,0,0.06,0.055555556,0.055555556,0,0.861111111,0.08570987,0.037843062,0.163244967,0.946225435,0.234769688,0.069836553,0.054977712,0.007429421,6 Ruim voldoende
294,De Valuwe,Cuijk,3918,6,1.4,1.5,15.5,1,1.7,11,3,1.3,0.4,10.9,15.2,0.7,1.8,1.6,1520,30,30,41,2.4,13,36,9,1,1,20,1235.035315,534.251324,0,3815.996565,204.171833,2028.010551,4027.359691,5000,129.5508126,859.9634582,0,0,0.538461538,0,0.461538462,0.095336893,2.633649283,0.053959697,1,0.058510638,0.190159574,0.122340426,0.002659574,4 Zwak
295,Linden,Cuijk,561,2,0,5.3,18.7,5.3,5.2,-99999999,0,0,3.1,15,18.5,0,0,1,80,11,46,43,2.8,11,1,-99999999,-99999999,-99999999,-99999999,207.1225711,124.3746717,65.72002712,2831.035312,75.66848294,1167.317632,4951.265751,5000,113.7119695,0,0.02,0.142857143,0.380952381,0.095238095,0.095238095,0.158524152,0.295475129,0.137832012,0.853059585,0.862068966,0.017241379,0.034482759,0.017241379,8 Zeer goed
297,Verspreide huizen Haps,Cuijk,49,3,0.6,5.4,20.1,5.8,1.6,5,1,0.2,1.5,8.1,18.9,0.2,0.2,0.2,250,18,32,51,2.8,3,0,-99999999,-99999999,-99999999,-99999999,342.4939191,241.049597,6.511705725,2344.346897,2.011083094,706.4771668,5000,5000,71.62768924,162.3229854,0,0.054945055,0.857142857,0.010989011,0.021978022,0,0,0,1,1,0,0,0,7 Goed
298,Beers,Cuijk,2413,0,2,3.8,17.4,4,3.9,2,0,0,0.5,13,17.2,0,1,0,525,26,36,38,2.4,3,1,0,0,1,0,2680.159096,0,43.07022755,5000,62.74498436,578.2256118,648.9812878,5000,382.0233094,180.9034022,0,0.12345679,0.325102881,0.090534979,0.156378601,0.09334263,0.058018644,0.132746881,0.924528398,0.415662651,0.259036145,0.06626506,0.012048193,7 Goed
299,Verspreide huizen Beers,Cuijk,37,71,0.5,4.3,17.9,4.5,3.8,7,0.2,0,1.4,12.7,17.2,0,0.2,0,155,19,34,47,2.7,4,0,-99999999,-99999999,-99999999,-99999999,792.3340281,0,82.31395742,4024.435987,27.44015088,2554.16191,3266.168751,5000,491.1492343,1388.660689,0,0.026315789,0.571929825,0.349122807,0.026315789,0.028933104,0.020984278,0.073577753,0.927598413,1,0,0,0,7 Goed
300,Verspreide huizen Sint Agatha,Cuijk,56,24,0.2,3.2,17.2,3.3,2.3,8,1.6,0.1,2.7,7.1,17,0,0.2,0.2,100,12,39,49,2.9,5,5,0,0,0,3,1261.56234,0,48.45851951,4256.39852,39.59049758,2807.451847,3250.387652,5000,99.2925331,1436.854078,0.01,0,0.761710794,0.152749491,0.048879837,0.245404856,0.198698252,0.039316428,0.786025769,1,0,0,0,8 Zeer goed
301,Katwijk,Cuijk,631,10,1,2.9,16.5,2.3,3,1,2.1,0,0.2,11.9,16.3,0.3,0.1,0,120,14,54,32,2.4,8,1,-99999999,-99999999,-99999999,-99999999,1154.207998,0,160.7135785,4427.062266,30.01430766,2841.005283,2941.202471,5000,454.3118921,1702.463494,0.03,0.01179941,0.8820059,0,0.10619469,0.384077002,0.139295873,0.220034808,0.980952381,0.428571429,0.142857143,0.047619048,0,7 Goed
303,Verspreide huizen Katwijk,Cuijk,329,51,0.2,2.9,16.8,2.5,3.2,4,1.5,0.3,1.7,12.3,16.6,0.4,0.2,0,155,22,40,38,2.4,5,6,1,0,1,2,1697.416326,0,35.71245256,4758.123967,154.9634546,2598.70021,2921.682879,5000,405.131852,1735.023525,0,0,0,0,1,0.023018265,0.015255495,0.008977457,1,0.237261146,0.211783439,0.025477707,0.003184713,8 Zeer goed
304,Reutje,Roerdalen,55,0,1,8.2,8.2,5,2,-99999999,2,0,1.3,7.7,7.7,0,0,0,95,19,45,35,2.3,13,0,-99999999,-99999999,-99999999,-99999999,266.2654029,0,31.06465648,3514.199888,147.4337096,1966.567213,3689.650453,5000,816.2790544,1179.510533,0,0.489261745,0.226845638,0.206040268,0.069798658,0.377853411,0.152184444,0,0.746250508,0.846153846,0,0.153846154,0,9 Uitstekend
306,Lerop,Roerdalen,15,9,0.2,4.8,4.8,5.6,3.1,-99999999,0.5,0,2.4,5,4.3,0,0,0,60,22,33,44,2.6,5,2,-99999999,-99999999,-99999999,-99999999,475.6172966,0,92.80867475,3730.152042,50.31783538,2211.848917,3499.396538,5000,680.6886738,1249.712631,0,0.554339328,0.204847537,0.116497263,0.024237686,0.136535847,0.013234324,0.611206837,0.5,0,0,0,0,8 Zeer goed
307,Montfort,Roerdalen,279,1,7.4,6.8,9.7,5.9,4.3,4,1,0.9,0.3,6.9,9.2,0.9,0.9,0,740,26,36,38,2.4,7,1,0,0,0,0,536.9482033,0,41.56665326,3298.114495,0,2007.06753,3993.866807,5000,387.2458679,746.0116027,0,0.057142857,0.011428571,0.731428571,0.2,0.309591953,0.409818053,0.397435084,1,0.577586207,0.094827586,0.094827586,0.017241379,7 Goed
308,Posterholt-Dorp,Roerdalen,1275,0,4.7,9.9,9.9,6.7,4.2,6,1,1,0.3,9.4,9.4,1,0.8,0.9,790,31,35,34,2.2,16,3,0,0,0,0,952.1195862,0,209.0764496,3949.800041,0.06287295,2620.08893,3441.409898,5000,232.4850863,1198.850877,0.01,0,0.090909091,0.454545455,0.454545455,0.087897833,0.145744508,0.081691826,0.973571208,0.525862069,0.025862069,0.103448276,0.017241379,7 Goed
309,Voorst-Voorsterveld,Roerdalen,85,0,0.5,11.9,11.9,8.6,6.1,-99999999,0.6,0,2.6,11.4,11.4,0,0,0,40,23,36,41,2.3,9,0,-99999999,-99999999,-99999999,-99999999,5819.818921,24.02536457,0,1016.422361,148.1029125,4298.78698,14.96903021,5000,30.11356285,769.0597585,0,0.766666667,0,0.566666667,0,0.124515594,0.16346946,0,0.682014965,1,0,0,0,9 Uitstekend
310,Posterholt De Winkel,Roerdalen,243,0,3.2,10.7,10.7,7.4,4.9,8,1,0.4,0.4,10.2,10.2,0.1,0,0.8,360,26,35,39,2.3,16,3,0,1,1,0,4268.284696,44.97354728,9.791355582,960.1170773,70.45356599,5000,1125.291036,5000,0,1205.668259,0,0.692307692,0.153846154,0.307692308,0,0.463994241,0.171470008,0.06791989,0.923381126,0.403225806,0.080645161,0.064516129,0,7 Goed
312,Etsberg,Roerdalen,154,2,0.3,11.1,11.1,6.5,7.8,8,1,0.1,0.4,10.6,10.8,0,0,0.7,110,35,32,33,2.1,18,3,-99999999,-99999999,-99999999,-99999999,4160.83866,0,131.7925695,612.4545491,130.5256387,4148.826443,26.4560699,5000,234.4911737,454.9415157,0,0.216216216,0.198198198,0.186186186,0.291291291,0.136921562,0.028034264,0.037100031,2.121978672,0.636363636,0,0.090909091,0,9 Uitstekend
313,Verspreide huizen Vlodrop,Roerdalen,19,13,0.3,13.6,13.6,9.7,10.9,-99999999,0.3,0.4,2.4,13.1,13.3,0.1,0.1,1.2,70,41,29,30,2,31,23,0,0,0,0,3121.616857,435.701681,0,418.179423,262.376322,4923.543513,660.5295,5000,98.30579572,741.97981,0,0,0,0,0,0.028946217,0.011114255,0.010910478,0.5,0,0,0,0,7 Goed
314,Posterholt De Donk,Roerdalen,438,0,1.1,8.8,8.8,5.5,3.1,5,1.7,0.4,0.5,8.3,8.3,0.4,0.5,0,585,30,35,35,2.2,16,4,0,0,0,0,712.7742435,0,121.0912675,845.590359,101.8598962,1273.706959,1233.794147,5000,326.0743645,261.3944942,0,0.278606965,0.213930348,0.199004975,0.07960199,0.394114695,0.152725718,0.122281098,1,1,0,0,0,7 Goed
316,Herkenbosch,Roerdalen,1254,3,3.2,8,8,3.7,6.6,5,1,0.8,0.6,7.5,7.7,0.6,0.6,1.9,1720,28,36,36,2.2,15,3,0,1,0,0,520.4858488,0,27.07899569,527.0335488,48.04485753,713.2451058,670.1341975,5000,317.5575617,212.7102793,0,0.038910506,0.548638132,0.342412451,0.046692607,0.086562141,0.10117337,0.085915947,0.962614389,0.583850932,0.049689441,0.068322981,0.02484472,8 Zeer goed
317,Verspreide huizen Herkenbosch,Roerdalen,19,3,0.1,9.5,9.5,5.6,8.6,8,0.8,0.6,2.8,9,9.2,0,0,0.7,150,33,46,21,2,21,2,-99999999,-99999999,-99999999,-99999999,2656.722721,0,58.99838985,2733.612028,94.33433445,1425.753039,2408.55121,5000,18.17519451,371.7491224,0,0.222222222,0.333333333,0.2,0.133333333,0.116827757,4.575900795,37.90768841,0.5,0,0,0,0,8 Zeer goed
319,Vlodrop,Roerdalen,1467,4,1.8,11.3,11.3,7.2,6.1,7,1.2,2.2,0.5,10.8,10.9,0.9,1,2.9,865,32,38,30,2.1,18,2,0,0,0,0,5475.819417,0,54.89533517,201.8615627,148.8567851,5000,1217.944664,5000,268.9764127,1394.427108,0,0.136612022,0.50273224,0.229508197,0.06010929,0.205569391,0.200506458,0.084713291,0.949332033,0.587155963,0.082568807,0.055045872,0,7 Goed
