527,4.8,5.1,5.2,0.5,7,1,0,0.4,6.9,5.1,0,1,850,32,39,28,2,14,2,0,0,0,4128.942259,25.71366598,5000,232.3578958,1359.652998,3823.995754,29.61241522,461.5003027,0.12,0,0,1,0,0.539483235,0.326984054,0.04256208,0.921321731,0.221276596,0.157446809,0.008510638,0,0,6
342,3.9,7.3,6.4,3.3,5,0.7,0,2.9,8.8,7,0,0,445,31,37,32,2.2,9,1,0,0,0,8621.639608,7.904297243,5000,86.78115687,2247.630455,1894.68577,144.6010109,1744.838721,0,0.203883495,0.368932039,0.160194175,0.237864078,0.090371764,0.485650878,0.077631426,0.869329597,0.397959184,0.06122449,0.020408163,0.06122449,0.687074831,7
783,1.1,2.3,3.9,1.6,6,14.1,0.9,0.3,0.9,3.6,1.9,2.8,1200,55,23,22,1.8,17,12,0,1,0,667.0188718,0,5000,9.376082698,5000,2488.073706,103.0970838,1701.369708,0,0,0.909090909,0,0,0.003662365,0.021815164,0.01910315,0.999355365,0.155737705,0.139344262,0.016393443,0.016393443,0.18397086,7
6463,1.3,1.3,3.7,1.7,21,14.4,3.3,0.1,1.8,1.1,3,3.4,1590,79,17,4,1.3,34,9,1,1,1,7809.751871,2.200639919,5000,46.56574875,5000,1519.215209,51.27259256,1855.591892,3.52,0.090909091,0.636363636,0,0.272727273,0.003042381,0.048618524,0.005112714,0.36091961,0.048563611,0.092339261,0.024623803,0.010943912,0.122815012,9
3408,1.8,1.8,4.1,2.1,13,12.5,2.5,0.1,1.9,1.5,2.3,2.5,1125,73,20,7,1.4,30,6,0,0,0,6403.966897,13.66512463,5000,24.26045987,5000,3115.566228,152.4741629,3052.500134,1.65,0,0.258064516,0.053763441,0.559139785,0.665870863,4.375584173,0.018902181,0.628192675,0.066048667,0.232039397,0.028968714,0.013904983,0.156044809,9
8829,2,2,4.2,2.1,13,14.6,3.8,0.2,1.2,1.5,2.8,3.2,1435,74,19,6,1.4,28,6,0,1,1,5761.81406,25.11879166,5000,279.9871568,5000,3925.177506,90.06056985,3713.281141,0.36,0.285714286,0.428571429,0.142857143,0.142857143,0.155764432,0.022809553,0.018548617,0.581426406,0.415156507,0.065897858,0.004942339,0.001647446,0.018488005,7
7938,1.7,1.7,3.7,1.9,16,15.1,3.5,0.1,1.4,0.9,2.4,2.9,2420,79,16,6,1.3,31,9,1,1,0,6555.735564,72.96074486,1309.060817,185.6270025,1147.4546,1414.07383,0,3061.017546,0.23,0,0,0,1,0.096080663,0.033059494,0.006915653,0.675811251,0.126812485,0.173998525,0.018432047,0.004915213,0.055159612,6
4827,4,4,5.9,0.8,19,10.9,1.4,0.4,1.7,3.2,1.1,1.9,1305,47,27,26,1.8,16,17,4,0,4,2198.043881,68.12058394,2231.41063,239.1284944,2980.540026,644.0288972,989.6518887,1777.88422,0,0,0,0,0,0.385708885,1.385004687,0,1,0.296943231,0.141921397,0.021834061,0.004366812,0.049005335,4
5932,3.8,3.8,5.3,0.4,18,11.3,2,0.3,1.9,2.6,1.6,1.3,1235,46,27,27,1.9,15,22,8,0,4,733.8739382,100.2063852,1545.910521,74.46943092,1005.629109,2159.609123,284.3436615,744.0858856,0,0.212765957,0.191489362,0.05775076,0.243161094,0.453511089,0.333656293,0.024613154,1,0.119205298,0.059602649,0.344370861,0.039735099,0.44591611,4
5657,3.2,3.2,4.7,1.1,19,11.2,1.5,0.3,1.8,2,1.7,1.2,1740,46,24,30,2,18,20,5,0,4,1517.290829,92.1600413,216.7501838,278.0296139,1540.253659,2295.137857,139.6200005,1351.606177,0,0.161172161,0.659340659,0.025641026,0.135531136,0.572775781,0.020467685,0.024613154,1,0.475336323,0.197309417,0.246636771,0.053811659,0.603886395,4
1176,4,4,5.4,1,6,8,1.9,0.6,2.7,2.7,0.8,1.7,855,40,33,27,2,14,5,0,0,2,309.4537951,61.26107058,5000,124.6824761,258.0085016,3716.624675,295.1644799,324.6625455,0.02,0.143884892,0.623501199,0.045563549,0.112709832,0.056973072,1.36181007,0.002518435,0.992957746,0.492957746,0.197183099,0.084507042,0,0,7
6261,2.9,2.9,4.7,1.2,11,14.1,4.1,0.4,0.8,2,1.3,2.2,3945,71,18,11,1.5,29,17,1,0,2,713.3879985,51.37743927,5000,358.546349,661.5351445,3517.837844,588.7636962,186.7238489,0,0.017977528,0.779775281,0.024719101,0.130337079,0.518844985,0.298447903,0.002935176,1,0.584158416,0.099009901,1.183168317,0.089108911,1,5
9271,2.7,2.7,4.7,1.8,19,14.6,3.3,0.3,0.6,2,0.9,2.4,3035,57,22,21,1.7,23,13,2,1,1,2013.450145,180.5796749,3013.57815,140.1401739,1754.455401,1537.682593,339.5349028,1856.535188,0,0.142105263,0.452631579,0.105263158,0.252631579,0.17827659,0.148477718,0.037213368,0.999558302,0.185528757,0.200371058,0.06864564,0.018552876,0.208204497,4
5282,3.9,3.9,5.7,1.2,4,11.6,2,0.4,1.4,3,1.5,2.6,1370,42,35,23,1.9,15,4,0,0,1,583.2085095,9.953089449,3360.012423,345.0252121,647.8326786,3176.611671,197.9301627,197.1097457,0,0,0.491935484,0,0.508064516,0.245437887,0.910664127,0.005533844,0.979184035,0.40247678,0.13003096,0.030959752,0.003095975,0.034743719,6
3830,2.8,2.8,5.2,2.8,5,9,0.9,0.6,2.1,2.6,0.1,1.1,560,34,34,32,2.1,16,3,0,0,0,1189.680016,0,3359.012285,253.6278906,1250.06263,2628.376885,661.2394761,804.4097593,0,0.007092199,0.007092199,0.010638298,0.975177305,1.50986275,0.884384822,0.017303123,0.917969121,0.407239819,0.162895928,0,0,0,7
2746,3.1,3.1,5.4,2.3,4,12.2,1.2,0.4,1.2,2.6,0,0.1,690,36,35,29,2.1,15,2,0,0,0,429.2133069,38.53414631,4615.445746,75.71523349,393.7249472,2740.206996,529.273467,286.0936541,0.01,0.317757009,0.220560748,0.028037383,0.282242991,0.665064103,0.554487179,0.000615055,0.971153846,0.403846154,0.198717949,0.006410256,0.009615385,0.107905987,7
3261,3.9,3.9,6.2,1.5,7,9.6,0.3,0.8,1.6,3.4,0.1,0.6,695,50,35,15,1.7,14,3,0,0,0,1007.957492,107.4062638,4504.978832,218.5556463,970.5576298,2552.30956,348.347041,684.1711895,0.02,0.037790698,0.351744186,0.601744186,0.00872093,1.675602446,1.302887756,0.433219071,1.237039014,0.153153153,0.006006006,0.012012012,0.003003003,0.033700367,7
2610,4.7,4.7,7,1.2,5,5.9,0.7,0.3,2.4,4.2,0,1.2,660,29,41,30,2.1,15,3,0,0,0,5473.099714,0,4681.11248,108.696688,878.7922778,469.90476,130.1740937,733.3652887,0.04,0.173333333,0.226666667,0.32,0.2,0.120469426,0.112617882,0.188180988,0.76679009,0.398550725,0.286231884,0.025362319,0.014492754,0.162640906,7
5687,1.3,1.3,3.5,1.6,13,15.1,3,0.2,2.1,0.6,1.6,1.9,1285,73,21,7,1.3,24,8,1,1,0,7368.187673,23.36075299,3339.364738,242.8664911,2839.468693,161.3512671,44.44510354,1519.582207,1.18,0.389830508,0.423728814,0.152542373,0.016949153,0.069813329,0.066377133,0.219288532,0.820084024,0.011589766,0.0964356,0.023835557,0.003280122,0.036810258,6
4735,0.5,0.5,2.9,1.1,19,13.9,4.7,0.2,2.6,1.6,0,1,1150,70,17,13,1.5,22,15,2,1,3,919.7082715,658.7674997,1704.958905,365.0360654,634.2837008,2835.77741,542.0662442,458.6349661,0.17,0.088624339,0.267195767,0.041005291,0.477513228,0.952811178,0.157240992,1.959868265,0.965951763,0.140804598,0.166666667,0.063218391,0.020114943,0.22573436,7
9284,0.6,0.6,2.6,0.5,9,15.9,4.7,0.2,2.1,1.9,0,1.4,3550,65,27,8,1.5,26,8,0,0,0,895.8058461,326.8280395,865.7240046,361.7655102,945.1875272,1880.841037,310.0889754,440.2745055,0.67,0.017667845,0.759717314,0.19434629,0.007067138,0.041271218,0.005550087,0.050407352,1.187096292,0.319796954,0.064720812,0.101522843,0.027918782,0.313310775,8
3934,2.5,2.6,4.9,2.5,6,9.5,1,0.3,2.4,2.5,0.2,1.5,1590,43,32,26,2,19,3,0,0,0,5346.983372,14.88500075,4146.840004,75.73746028,613.5633149,1098.152599,171.4964338,656.0584809,0.04,0.227272727,0.357954545,0.017045455,0.034090909,1.311205335,0.851438879,0.017389724,0.890597776,0.232843137,0.196078431,0.017156863,0,0,8
