1760,1.6,2.6,2.2,0.7,14,8.5,0.6,0.3,4,2.2,0,0.4,970,46,25,28,1.9,15,12,3,0,1,9294.174517,0,5000,304.0504437,4982.369852,1039.202819,2.818907233,1068.29555,0,0,0,0,0,0.40480335,0.171671968,0.043288914,0.996701946,0.119834711,0.421487603,0.068181818,0.012396694,0.139118455,6
1793,1.9,2.2,1.7,0.7,8,16.1,1.9,0.4,2.3,3.6,4.5,2,3560,52,26,22,1.8,17,7,1,0,1,7025.288023,57.87049771,2021.541753,70.65001899,5000,1628.667694,0,855.7749003,0.16,1,0,0,0,48.46522049,75.57138791,0.858921522,0.971563981,0.196682464,0.28436019,0.009478673,0.007109005,0.079778834,7
1416,2.6,3.7,1.4,0.8,4,9,1,0.5,4.2,4,0.8,0.7,2795,31,33,35,2.2,12,5,0,0,0,7235.599994,72.24648264,1257.861688,73.93827689,5000,4041.369156,34.29269709,1971.432165,0.02,0.3,0.2,0,0,0.034786238,0.035497214,0.035532792,1,0.360655738,0.098360656,0.06010929,0.010928962,0.12264724,7
4517,1.2,1.2,1.8,0.5,13,15.7,2.8,0.5,2.2,2.5,1,1.6,2485,64,22,14,1.6,21,13,2,1,2,2191.968593,103.9706414,5000,117.5948922,3374.340786,462.8807071,345.8511392,1183.010419,0.03,0.027624309,0.20441989,0.303867403,0.237569061,0.001884294,0.208704596,0.003436284,0.848805858,0.729746835,0.098101266,0.02278481,0.020886076,0.234388186,6
8996,0.8,0.9,2.6,0.7,13,17.1,2.8,0.3,1.4,2.5,0.1,1.3,1750,61,19,19,1.7,23,14,2,1,4,3311.245028,104.4191755,5000,175.9825801,3519.021922,237.32058,175.4503024,608.1817619,0,0.032467532,0.467532468,0.285714286,0.123376623,0.548435449,0.016802611,0.465991583,1.321837769,0.018333333,0.463333333,0.025,0.01,0.112222222,6
5099,1.8,1.8,1.1,1,19,14.5,2,0.2,2.6,2.9,2.2,2.2,3110,53,22,26,1.8,18,16,4,1,3,6211.591552,80.52816343,2271.783342,129.4409564,3973.311949,950.0380248,0,431.9866229,0,0,0.428571429,0.428571429,0,0.598529456,0.11144602,0.04673024,1,0.08625731,0.530701754,0.010233918,0.007309942,0.082033793,5
2489,1.2,2.7,1.5,1,16,10.2,1,0.4,3.9,2.4,0,1.1,1895,56,23,20,1.7,17,13,2,1,2,8300.486409,11.67890325,1286.856525,121.9336397,5000,3325.059451,93.11947685,1213.67748,0.01,0.058823529,0.394957983,0.075630252,0.327731092,0.264242639,0.039770386,0.05133058,1,0.22906793,0.192733017,0.033175355,0.017377567,0.195014918,4
878,2.2,2.2,3.8,1.8,13,15.4,3.4,0.2,1.1,1.1,2.2,2.7,275,65,23,12,1.6,24,7,2,1,0,8350.331279,51.03765996,1839.096017,83.41487715,5000,1973.052291,0,590.5910267,0.01,0.125,0.125,0.75,0,0.029265414,0.011090263,0.0208491,0.865517674,0.081466395,0.533604888,0.103869654,0.012219959,0.137135095,6
4257,4.6,4.6,6.1,0.5,14,7.1,2.1,0.4,2.7,3.4,0.4,2,2865,42,31,27,1.9,18,13,3,1,3,8494.960576,49.53742363,3486.550012,45.47271517,5000,845.0860423,0,873.3013434,0,0.166666667,0,0.5,0.333333333,1.355763257,107.9433313,0.581321346,1,0.856410256,0.030769231,0.143589744,0.020512821,0.230199435,4
1539,4.9,4.9,6.8,1.2,3,6.6,0.1,1.1,2.4,4.1,0.3,1.4,735,14,27,59,2.8,13,7,0,0,2,4779.022427,69.19249472,4451.168051,287.8356465,2225.529429,992.3880751,17.39960995,2498.430523,0,0,0,0,0,0,0.316545746,3.633762248,1,0.277108434,0.313253012,0.044176707,0,0,7
6185,4.7,4.7,6.6,0.6,10,7.7,1.2,0.5,2.1,3.9,0.4,2.7,3435,41,31,28,2,16,5,1,0,1,7420.163676,16.46677431,3480.965302,20.25371021,4540.930835,142.4717698,125.8613583,164.4293747,0,0.327868852,0.344262295,0.180327869,0.131147541,0.136923119,0.110935364,0.160129415,0.882185917,0.33256351,0.062355658,0.066974596,0.009237875,0.103669486,6
2965,2,3.2,4.9,1.7,9,7.8,0.7,0.7,1.5,4.5,1.6,1.5,2225,47,27,26,1.9,16,6,1,1,0,4876.628388,53.5385201,5000,76.9880683,1179.250979,3807.117972,201.5211634,4538.621429,0,0.032786885,0.352459016,0.147540984,0.426229508,0.065406096,0.279852488,0.096433609,0.889123324,0.309278351,0.216494845,0.182130584,0.006872852,0.077128672,6
3551,1.4,2.8,2.8,0.8,10,14.1,1.5,0.5,1.6,4.3,3.9,2.4,3930,44,29,27,1.9,17,7,1,0,1,4767.940682,77.2136687,5000,0,1971.508228,4308.132836,1022.694433,5000,0.03,0,0,0,0,0.050989851,1.134099179,0.902246965,0.967455621,0.100591716,0.25739645,0.041420118,0.020710059,0.232412884,6
4446,2.3,3.9,4.3,0.7,11,9.6,1.9,0.6,1.9,5.4,0.5,2.6,3075,41,27,31,2,17,9,1,1,1,3081.951279,0,5000,12.99951536,1479.04639,1260.331128,36.69351009,1368.209042,0,0,0,0,0,79.44859503,79.27881086,64.13014257,1,0.175548589,0.206896552,0.12539185,0.015673981,0.175896898,6
